"attack_id","name","is_subtechnique","kill_chain_phases","platforms","data_sources","stix_id","ontology_completeness"
"T1544","Ingress Tool Transfer","false","command-and-control","Android|iOS","","attack-pattern--2bb20118-e6c0-41dc-a07c-283ea4dd0fb8","stix_bundle_loaded"
"T1637","Dynamic Resolution","false","command-and-control","Android|iOS","","attack-pattern--2ccc3d39-9598-4d32-9657-42e1c7095d26","stix_bundle_loaded"
"T1477","Exploit via Radio Interfaces","false","initial-access","Android|iOS","","attack-pattern--2d646840-f6f5-4619-a5a8-29c8316bbac5","stix_bundle_loaded"
"T1423","Network Service Scanning","false","discovery","Android|iOS","","attack-pattern--2de38279-043e-47e8-aaad-1b07af6d0790","stix_bundle_loaded"
"T1618","User Evasion","false","defense-evasion","Android","","attack-pattern--2f0e8d80-4b8b-4f4a-b5cc-132afe7e057d","stix_bundle_loaded"
"T1646","Exfiltration Over C2 Channel","false","exfiltration","Android|iOS","","attack-pattern--32063d7f-0a39-440d-a4a3-2694488f96cc","stix_bundle_loaded"
"T1636.005","Accounts","true","collection","Android|iOS","","attack-pattern--337e1136-a6d3-4465-a5c5-fdc658117747","stix_bundle_loaded"
"T1404","Exploitation for Privilege Escalation","false","privilege-escalation","Android|iOS","","attack-pattern--351c0927-2fc1-4a2c-ad84-cbbee7eb8172","stix_bundle_loaded"
"T1616","Call Control","false","collection|impact|command-and-control","Android","","attack-pattern--351ddf79-2d3a-41b4-9bef-82ea5d3ccd69","stix_bundle_loaded"
"T1639.001","Exfiltration Over Unencrypted Non-C2 Protocol","true","exfiltration","Android|iOS","","attack-pattern--37047267-3e56-453c-833e-d92b68118120","stix_bundle_loaded"
"T1624.001","Broadcast Receivers","true","persistence","Android","","attack-pattern--3775a580-a1d1-46c4-8147-c614a715f2e9","stix_bundle_loaded"
"T1436","Commonly Used Port","false","command-and-control|exfiltration","Android|iOS","","attack-pattern--3911658a-6506-4deb-9ab4-595a51ae71ad","stix_bundle_loaded"
"T1439","Eavesdrop on Insecure Network Communication","false","network-effects","Android|iOS","","attack-pattern--393e8c12-a416-4575-ba90-19cc85656796","stix_bundle_loaded"
"T1517","Access Notifications","false","collection|credential-access","Android","","attack-pattern--39dd7871-f59b-495f-a9a5-3cb8cc50c9b2","stix_bundle_loaded"
"T1410","Network Traffic Capture or Redirection","false","collection|credential-access","Android|iOS","","attack-pattern--3b0b604f-10db-41a0-b54c-493124d455b9","stix_bundle_loaded"
"T1411","Input Prompt","false","credential-access","Android|iOS","","attack-pattern--3dd58c80-4c2e-458c-9503-1b2cd273c4d2","stix_bundle_loaded"
"T1639","Exfiltration Over Alternative Protocol","false","exfiltration","Android|iOS","","attack-pattern--3e091a89-a493-4a6c-8e88-d57be19bb98d","stix_bundle_loaded"
"T1422.001","Internet Connection Discovery","true","discovery","Android|iOS","","attack-pattern--45a5fe76-eda3-4d40-8f22-c186efd6278d","stix_bundle_loaded"
"T1398","Boot or Logon Initialization Scripts","false","persistence","Android|iOS","","attack-pattern--46d818a5-67fa-4585-a7fc-ecf15376c8d5","stix_bundle_loaded"
"T1627","Execution Guardrails","false","defense-evasion","Android|iOS","","attack-pattern--498e7b81-238d-404c-aa5e-332904d63286","stix_bundle_loaded"
"T1417.002","GUI Input Capture","true","credential-access|collection","Android|iOS","","attack-pattern--4c58b7c6-a839-4789-bda9-9de33e4d4512","stix_bundle_loaded"
"T1432","Access Contact List","false","collection","Android|iOS","","attack-pattern--4e6620ac-c30c-4f6d-918e-fa20cae7c1ce","stix_bundle_loaded"
"T1645","Compromise Client Software Binary","false","persistence","Android|iOS","","attack-pattern--4f14e30b-8b57-4a7b-9093-2c0778ea99cf","stix_bundle_loaded"
"T1406.002","Software Packing","true","defense-evasion","Android|iOS","","attack-pattern--51636761-2e35-44bf-9e56-e337adf97174","stix_bundle_loaded"
"T1450","Exploit SS7 to Track Device Location","false","network-effects","Android|iOS","","attack-pattern--52651225-0b3a-482d-aa7e-10618fd063b5","stix_bundle_loaded"
"T1575","Native API","false","defense-evasion|execution","Android","","attack-pattern--52eff1c7-dd30-4121-b762-24ae6fa61bbb","stix_bundle_loaded"
"T1476","Deliver Malicious App via Other Means","false","initial-access","Android|iOS","","attack-pattern--53263a67-075e-48fa-974b-91c5b5445db7","stix_bundle_loaded"
"T1469","Remotely Wipe Data Without Authorization","false","remote-service-effects","Android|iOS","","attack-pattern--537ea573-8a1c-468c-956b-d16d2ed9d067","stix_bundle_loaded"
"T1658","Exploitation for Client Execution","false","execution","Android|iOS","","attack-pattern--5abfc5e6-3c56-49e7-ad72-502d01acf28b","stix_bundle_loaded"
"T1604","Proxy Through Victim","false","defense-evasion","Android","","attack-pattern--5ca3c7ec-55b2-4587-9376-cf6c96f8047a","stix_bundle_loaded"
"T1520","Domain Generation Algorithms","false","command-and-control","Android|iOS","","attack-pattern--60623164-ccd8-4508-a141-b5a34820b3de","stix_bundle_loaded"
"T1435","Access Calendar Entries","false","collection","Android|iOS","","attack-pattern--62adb627-f647-498e-b4cc-41499361bacb","stix_bundle_loaded"
"T1465","Rogue Wi-Fi Access Points","false","network-effects","Android|iOS","","attack-pattern--633baf01-6de4-4963-bb54-ff6c6357bed3","stix_bundle_loaded"
"T1541","Foreground Persistence","false","defense-evasion|persistence","Android","","attack-pattern--648f8051-1a35-46d3-b1d8-3a3f5cf2cc8e","stix_bundle_loaded"
"T1458","Replication Through Removable Media","false","initial-access|lateral-movement","Android|iOS","","attack-pattern--667e5707-3843-4da8-bd34-88b922526f0d","stix_bundle_loaded"
"T1429","Audio Capture","false","collection","Android|iOS","","attack-pattern--6683aa0c-d98a-4f5b-ac57-ca7e9934a760","stix_bundle_loaded"
"T1625","Hijack Execution Flow","false","persistence","Android","","attack-pattern--670a4d75-103b-4b14-8a9e-4652fa795edd","stix_bundle_loaded"
"T1623.001","Unix Shell","true","execution","Android|iOS","","attack-pattern--693cdbff-ea73-49c6-ac3f-91e7285c31d1","stix_bundle_loaded"
"T1437","Application Layer Protocol","false","command-and-control","Android|iOS","","attack-pattern--6a3f6490-9c44-40de-b059-e5940f246673","stix_bundle_loaded"
"T1407","Download New Code at Runtime","false","defense-evasion","Android|iOS","","attack-pattern--6c49d50f-494d-4150-b774-a655022d20a6","stix_bundle_loaded"
"T1664","Exploitation for Initial Access","false","initial-access","Android|iOS","","attack-pattern--6ecbc2eb-e85a-440a-ab68-4d98f8d56fbe","stix_bundle_loaded"
"T1468","Remotely Track Device Without Authorization","false","remote-service-effects","Android|iOS","","attack-pattern--6f86d346-f092-4abc-80df-8558a90c426a","stix_bundle_loaded"
"T1633.001","System Checks","true","defense-evasion","Android|iOS","","attack-pattern--6ffad4be-bfe0-424f-abde-4d9a84a800ad","stix_bundle_loaded"
"T1409","Stored Application Data","false","collection","Android|iOS","","attack-pattern--702055ac-4e54-4ae9-9527-e23a38e0b160","stix_bundle_loaded"
"T1513","Screen Capture","false","collection","Android","","attack-pattern--73c26732-6422-4081-8b63-6d0ae93d449e","stix_bundle_loaded"
"T1641.001","Transmitted Data Manipulation","true","impact","Android","","attack-pattern--74e6003f-c7f4-4047-983b-708cc19b96b6","stix_bundle_loaded"
"T1452","Manipulate App Store Rankings or Ratings","false","impact","Android|iOS","","attack-pattern--76c12fc8-a4eb-45d6-a3b7-e371a7248f69","stix_bundle_loaded"
"T1416","URI Hijacking","false","credential-access","Android|iOS","","attack-pattern--77e30eee-fd48-40b4-99ec-73e97c158b58","stix_bundle_loaded"
"T1474.001","Compromise Software Dependencies and Development Tools","true","initial-access","Android|iOS","","attack-pattern--7827ced0-95e7-4d05-bdcf-0d8f2d37a3d3","stix_bundle_loaded"
"T1523","Evade Analysis Environment","false","defense-evasion|discovery","Android|iOS","","attack-pattern--786f488c-cb1f-4602-89c5-86d982ee326b","stix_bundle_loaded"
"T1635.001","URI Hijacking","true","credential-access","Android|iOS","","attack-pattern--789ef15a-34d9-4b32-a779-8cbbc9eb32f5","stix_bundle_loaded"
"T1632","Subvert Trust Controls","false","defense-evasion","Android|iOS","","attack-pattern--79cb02f4-ac4e-4335-8b51-425c9573cce1","stix_bundle_loaded"
"T1433","Access Call Log","false","collection","Android|iOS","","attack-pattern--79eec66a-9bd0-4a3f-ac82-19159e94bd44","stix_bundle_loaded"
"T1581","Geofencing","false","defense-evasion","Android|iOS","","attack-pattern--8197f026-64da-4700-93b9-b55ba55f3b31","stix_bundle_loaded"
"T1401","Device Administrator Permissions","false","privilege-escalation","Android","","attack-pattern--82f04b1e-5371-4a6f-be06-411f0f43b483","stix_bundle_loaded"
"T1634.001","Keychain","true","credential-access","iOS","","attack-pattern--8605a0ec-b44a-4e98-a7fc-87d4bd3acb66","stix_bundle_loaded"
"T1403","Modify Cached Executable Code","false","persistence","Android","","attack-pattern--88932a8c-3a17-406f-9431-1da3ff19f6d6","stix_bundle_loaded"
"T1419","Device Type Discovery","false","discovery","Android","","attack-pattern--89fcd02f-62dc-40b9-a54b-9ac4b1baef05","stix_bundle_loaded"
"T1576","Uninstall Malicious Application","false","defense-evasion","Android","","attack-pattern--8c7862ff-3449-4ac6-b0fd-ac1298a822a5","stix_bundle_loaded"
"T1670","Virtualization Solution","false","defense-evasion","Android","","attack-pattern--8e097ec5-1755-41d6-807c-3882442b818a","stix_bundle_loaded"
"T1447","Delete Device Data","false","impact|defense-evasion","Android","","attack-pattern--8e27551a-5080-4148-a584-c64348212e4f","stix_bundle_loaded"
"T1448","Carrier Billing Fraud","false","impact","Android","","attack-pattern--8f0e39c6-82c9-41ec-9f93-5696c0f2e274","stix_bundle_loaded"
"T1415","URL Scheme Hijacking","false","credential-access","iOS","","attack-pattern--8f142a25-f6c3-4520-bd50-2ae3ab50ed3e","stix_bundle_loaded"
"T1481.002","Bidirectional Communication","true","command-and-control","Android|iOS","","attack-pattern--939808a7-121d-467a-b028-4441ee8b7cee","stix_bundle_loaded"
"T1509","Non-Standard Port","false","command-and-control","Android|iOS","","attack-pattern--948a447c-d783-4ba0-8516-a64140fcacd5","stix_bundle_loaded"
"T1474.003","Compromise Software Supply Chain","true","initial-access","Android|iOS","","attack-pattern--9558a84e-2d5e-4872-918e-d847494a8ffc","stix_bundle_loaded"
"T1481.001","Dead Drop Resolver","true","command-and-control","Android|iOS","","attack-pattern--986f80f7-ff0e-4f48-87bd-0394814bbce5","stix_bundle_loaded"
"T1430","Location Tracking","false","collection|discovery","Android|iOS","","attack-pattern--99e6295e-741b-4857-b6e5-64989eb039b4","stix_bundle_loaded"
"T1626.001","Device Administrator Permissions","true","privilege-escalation","Android","","attack-pattern--9c049d7b-c92a-4733-9381-27e2bd2ccadc","stix_bundle_loaded"
"T1446","Device Lockout","false","impact|defense-evasion","Android|iOS","","attack-pattern--9d7c32f4-ab39-49dc-8055-8106bc2294a1","stix_bundle_loaded"
"T1430.001","Remote Device Management Services","true","collection|discovery","Android|iOS","","attack-pattern--9ef05e3d-52db-4c12-be4f-519214bbe91f","stix_bundle_loaded"
"T1662","Data Destruction","false","impact","Android","","attack-pattern--9ef14445-6f35-4ed0-a042-5024f13a9242","stix_bundle_loaded"
"T1427","Attack PC via USB Connection","false","lateral-movement","Android","","attack-pattern--a0464539-e1b7-4455-a355-12495987c300","stix_bundle_loaded"
"T1676","Linked Devices","false","collection|persistence","Android|iOS","","attack-pattern--a126c117-54e4-4b93-9e4f-72cc964e6760","stix_bundle_loaded"
"T1467","Rogue Cellular Base Station","false","network-effects","Android|iOS","","attack-pattern--a5de0540-73e7-4c67-96da-4143afedc7ed","stix_bundle_loaded"
"T1451","SIM Card Swap","false","initial-access","Android|iOS","","attack-pattern--a64a820a-cb21-471f-920c-506a2ff04fa5","stix_bundle_loaded"
"T1417","Input Capture","false","collection|credential-access","Android|iOS","","attack-pattern--a8c31121-852b-46bd-9ba4-674ae5afe7ad","stix_bundle_loaded"
"T1643","Generate Traffic from Victim","false","impact","Android|iOS","","attack-pattern--a8e971b8-8dc7-4514-8249-ae95427ec467","stix_bundle_loaded"
"T1630.003","Disguise Root/Jailbreak Indicators","true","defense-evasion","Android|iOS","","attack-pattern--a91262d5-b9ff-463f-b8d2-12e4ea1eb3c9","stix_bundle_loaded"
"T1444","Masquerade as Legitimate Application","false","initial-access|defense-evasion","Android|iOS","","attack-pattern--a93ccb8f-3996-42e2-b7c7-bb599d4e205f","stix_bundle_loaded"
"T1636.001","Calendar Entries","true","collection","Android|iOS","","attack-pattern--a9fa0d30-a8ff-45bf-922e-7720da0b7922","stix_bundle_loaded"
"T1630.002","File Deletion","true","defense-evasion","Android","","attack-pattern--ab7400b7-3476-4776-9545-ef3fa373de63","stix_bundle_loaded"
"T1629.002","Device Lockout","true","defense-evasion","Android","","attack-pattern--acf8fd2a-dc98-43b4-8d37-64e10728e591","stix_bundle_loaded"
"T1417.001","Keylogging","true","collection|credential-access","Android|iOS","","attack-pattern--b1c95426-2550-4621-8028-ceebf28b3a47","stix_bundle_loaded"
"T1582","SMS Control","false","impact","Android","","attack-pattern--b327a9c0-e709-495c-aa6e-00b042136e2b","stix_bundle_loaded"
"T1408","Disguise Root/Jailbreak Indicators","false","defense-evasion","Android|iOS","","attack-pattern--b332a960-3c04-495a-827f-f17a5daed3a6","stix_bundle_loaded"
"T1438","Exfiltration Over Other Network Medium","false","command-and-control","Android|iOS","","attack-pattern--b3c2e5de-0941-4b57-ba61-af029eb5517a","stix_bundle_loaded"
"T1631","Process Injection","false","defense-evasion|privilege-escalation","Android|iOS","","attack-pattern--b7c0e45f-0206-4f75-96e7-fe7edad3aaff","stix_bundle_loaded"
"T1521.001","Symmetric Cryptography","true","command-and-control","Android|iOS","","attack-pattern--bb4387ab-7a51-468b-bf5f-a9a8612f0303","stix_bundle_loaded"
"T1402","Broadcast Receivers","false","persistence|execution","Android","","attack-pattern--bd4d32f5-eed4-4018-a649-40b229dd1d69","stix_bundle_loaded"
"T1422.002","Wi-Fi Discovery","true","discovery","Android|iOS","","attack-pattern--be63612f-a48f-44f2-a7a6-1763509fcf80","stix_bundle_loaded"
"T1474.002","Compromise Hardware Supply Chain","true","initial-access","Android|iOS","","attack-pattern--c08366bb-8d11-4921-853f-f0a3b6a2a1da","stix_bundle_loaded"
"T1414","Clipboard Data","false","collection|credential-access","Android|iOS","","attack-pattern--c4b96c0b-cb58-497a-a1c2-bb447d79d692","stix_bundle_loaded"
"T1400","Modify System Partition","false","defense-evasion|persistence|impact","Android|iOS","","attack-pattern--c5089859-b21f-40a3-8be4-63e381b8b1c0","stix_bundle_loaded"
"T1641","Data Manipulation","false","impact","Android","","attack-pattern--c548d8c4-a0a3-4a24-bb79-2a84abbc7b36","stix_bundle_loaded"
"T1636.004","SMS Messages","true","collection","Android|iOS","","attack-pattern--c6421411-ae61-42bb-9098-73fddb315002","stix_bundle_loaded"
"T1481","Web Service","false","command-and-control","Android|iOS","","attack-pattern--c6a146ae-9c63-4606-97ff-e261e76e8380","stix_bundle_loaded"
"T1625.001","System Runtime API Hijacking","true","persistence","Android","","attack-pattern--c6e17ca2-08b5-4379-9786-89bd05241831","stix_bundle_loaded"
"T1634","Credentials from Password Store","false","credential-access","iOS","","attack-pattern--cc6e0637-76d2-4af3-a604-9d8d3ff8a6b3","stix_bundle_loaded"
"T1617","Hooking","false","defense-evasion","Android","","attack-pattern--ccde43e4-78f9-4f32-b401-c081e7db71ea","stix_bundle_loaded"
"T1478","Install Insecure or Malicious Configuration","false","defense-evasion|initial-access","Android|iOS","","attack-pattern--cde2cb84-455e-410c-8aa9-086f2788bcd2","stix_bundle_loaded"
"T1420","File and Directory Discovery","false","discovery","Android|iOS","","attack-pattern--cf28ca46-1fd3-46b4-b1f6-ec0b72361848","stix_bundle_loaded"
"T1406","Obfuscated Files or Information","false","defense-evasion","Android|iOS","","attack-pattern--d13fa042-8f26-44e1-a2a8-af0bf8e2ac9a","stix_bundle_loaded"
"T1516","Input Injection","false","defense-evasion|impact","Android","","attack-pattern--d1f1337e-aea7-454c-86bd-482a98ffaf62","stix_bundle_loaded"
"T1464","Network Denial of Service","false","impact","Android|iOS","","attack-pattern--d2e112dc-f6d4-488d-b8df-ecbfb57a0a2d","stix_bundle_loaded"
"T1577","Compromise Application Executable","false","persistence","Android","","attack-pattern--d3bc5020-f6a2-41c0-8ccb-5e563101b60c","stix_bundle_loaded"
"T1624","Event Triggered Execution","false","persistence","Android","","attack-pattern--d446b9f0-06a9-4a8d-97ee-298cfee84f14","stix_bundle_loaded"
"T1422","System Network Configuration Discovery","false","discovery","Android|iOS","","attack-pattern--d4536441-1bcc-49fa-80ae-a596ed3f7ffd","stix_bundle_loaded"
"T1463","Manipulate Device Communication","false","network-effects","Android|iOS","","attack-pattern--d731c21e-f27d-4756-b418-0e2aaabd6d63","stix_bundle_loaded"
"T1512","Video Capture","false","collection","Android|iOS","","attack-pattern--d8940e76-f9c1-4912-bea6-e21c251370b6","stix_bundle_loaded"
"T1481.003","One-Way Communication","true","command-and-control","Android|iOS","","attack-pattern--d916f176-a1ca-4a78-9fdd-4058bc28162e","stix_bundle_loaded"
"T1475","Deliver Malicious App via Authorized App Store","false","initial-access","Android|iOS","","attack-pattern--d9db3d46-66ca-44b4-9daa-1ef97cb7465a","stix_bundle_loaded"
"T1471","Data Encrypted for Impact","false","impact","Android","","attack-pattern--d9e88203-2b5d-405f-a406-2933b1e3d7e4","stix_bundle_loaded"
"T1629.001","Prevent Application Removal","true","defense-evasion","Android","","attack-pattern--dc01774a-d1c1-45fb-b506-0a5d1d6593d9","stix_bundle_loaded"
"T1421","System Network Connections Discovery","false","discovery","Android","","attack-pattern--dd818ea5-adf5-41c7-93b5-f3b839a219fb","stix_bundle_loaded"
"T1660","Phishing","false","initial-access","Android|iOS","","attack-pattern--defc1257-4db1-4fb3-8ef5-bb77f63146df","stix_bundle_loaded"
"T1521.003","SSL Pinning","true","command-and-control","Android|iOS","","attack-pattern--dfafc230-5465-4993-8dc5-f51fa9fec002","stix_bundle_loaded"
"T1461","Lockscreen Bypass","false","initial-access","Android|iOS","","attack-pattern--dfe29258-ce59-421c-9dee-e85cb9fa90cd","stix_bundle_loaded"
"T1605","Command-Line Interface","false","execution","Android|iOS","","attack-pattern--e083305c-49e7-4c87-aae8-9689213bffbe","stix_bundle_loaded"
"T1636.003","Contact List","true","collection","Android|iOS","","attack-pattern--e0b9ecb8-a7d1-43c7-aa30-8e19c6a92c86","stix_bundle_loaded"
"T1533","Data from Local System","false","collection","Android|iOS","","attack-pattern--e1c912a9-e305-434b-9172-8a6ce3ec9c4a","stix_bundle_loaded"
"T1640","Account Access Removal","false","impact","Android","","attack-pattern--e2c2249a-eb82-4614-8dd4-9c514dde65e2","stix_bundle_loaded"
"T1426","System Information Discovery","false","discovery","Android|iOS","","attack-pattern--e2ea7f6b-8d4f-49c3-819d-660530d12b77","stix_bundle_loaded"
"T1510","Clipboard Modification","false","impact","Android","","attack-pattern--e399430e-30b7-48c5-b70a-f44dc8c175cb","stix_bundle_loaded"
"T1532","Archive Collected Data","false","collection","Android|iOS","","attack-pattern--e3b936a4-6321-4172-9114-038a866362ec","stix_bundle_loaded"
"T1627.001","Geofencing","true","defense-evasion","Android|iOS","","attack-pattern--e422b6fa-4739-46b9-992e-82f1b350c780","stix_bundle_loaded"
"T1507","Network Information Discovery","false","collection","Android","","attack-pattern--e4c347e9-fb91-4bc5-83b8-391e389131e2","stix_bundle_loaded"
"T1412","Capture SMS Messages","false","collection|credential-access","Android|iOS","","attack-pattern--e8b4e1ec-8e3b-484c-9038-4459b1ed8060","stix_bundle_loaded"
"T1628.003","Conceal Multimedia Files","true","defense-evasion","Android","","attack-pattern--ea132c68-b518-4478-ae8d-1763cda26ee3","stix_bundle_loaded"
"T1642","Endpoint Denial of Service","false","impact","Android|iOS","","attack-pattern--eb6cf439-1bcb-4d10-bc68-1eed844ed7b3","stix_bundle_loaded"
"T1644","Out of Band Data","false","command-and-control","Android|iOS","","attack-pattern--ec4c4baa-026f-43e8-8f56-58c36f3162dd","stix_bundle_loaded"
"T1521","Encrypted Channel","false","command-and-control","Android|iOS","","attack-pattern--ed2c05a1-4f81-4d97-9e1b-aff01c34ae84","stix_bundle_loaded"
"T1405","Exploit TEE Vulnerability","false","credential-access|privilege-escalation","Android","","attack-pattern--ef771e03-e080-43b4-a619-ac6f84899884","stix_bundle_loaded"
"T1628.001","Suppress Application Icon","true","defense-evasion","Android","","attack-pattern--f05fc151-aa62-47e3-ae57-2d1b23d64bf6","stix_bundle_loaded"
"T1399","Modify Trusted Execution Environment","false","defense-evasion|persistence","Android","","attack-pattern--f1c3d071-0c24-483d-aca0-e8b8496ce468","stix_bundle_loaded"
"T1466","Downgrade to Insecure Protocols","false","network-effects","Android|iOS","","attack-pattern--f58cd69a-e548-478b-9248-8a9af881dc34","stix_bundle_loaded"
"T1655","Masquerading","false","defense-evasion","Android|iOS","","attack-pattern--f856eaab-e84a-4265-a8a2-7bf37e5dc2fc","stix_bundle_loaded"
"T1472","Generate Fraudulent Advertising Revenue","false","impact","Android|iOS","","attack-pattern--f981d199-2720-467e-9dc9-eea04dbe05cf","stix_bundle_loaded"
"T1406.001","Steganography","true","defense-evasion","Android","","attack-pattern--fa801609-ca8e-415e-815e-65f3826ff4df","stix_bundle_loaded"
"T1449","Exploit SS7 to Redirect Phone Calls/SMS","false","network-effects","Android|iOS","","attack-pattern--fb3fa94a-3aee-4ab0-b7e7-abdf0a51286d","stix_bundle_loaded"
"T1628","Hide Artifacts","false","defense-evasion","Android","","attack-pattern--fc53309d-ebd5-4573-9242-57024ebdad4f","stix_bundle_loaded"
"T1632.001","Code Signing Policy Modification","true","defense-evasion","Android|iOS","","attack-pattern--fcb11f06-ce0e-490b-bcc1-04a1623579f0","stix_bundle_loaded"
"T1637.001","Domain Generation Algorithms","true","command-and-control","Android|iOS","","attack-pattern--fd211238-f767-4599-8c0d-9dca36624626","stix_bundle_loaded"
"T1456","Drive-By Compromise","false","initial-access","Android|iOS","","attack-pattern--fd339382-bfec-4bf0-8d47-1caedc9e7e57","stix_bundle_loaded"
"T1508","Suppress Application Icon","false","defense-evasion","Android","","attack-pattern--fd658820-cbba-4c95-8ac9-0fac6b1099e2","stix_bundle_loaded"
"T0803","Block Command Message","false","inhibit-response-function","None","","attack-pattern--008b8f56-6107-48be-aa9f-746f927dbb61","stix_bundle_loaded"
"T0881","Service Stop","false","inhibit-response-function","None","","attack-pattern--063b5b92-5361-481a-9c3f-95492ed9a2d8","stix_bundle_loaded"
"T0836","Modify Parameter","false","impair-process-control","None","","attack-pattern--097924ce-a9a9-4039-8591-e0deedfb8722","stix_bundle_loaded"
"T0821","Modify Controller Tasking","false","execution","None","","attack-pattern--09a61657-46e1-439e-b3ed-3e4556a78243","stix_bundle_loaded"
"T0887","Wireless Sniffing","false","discovery|collection","None","","attack-pattern--0fe075d5-beac-4d02-b93e-0f874997db72","stix_bundle_loaded"
"T0829","Loss of View","false","impact","None","","attack-pattern--138979ba-0430-4de6-a128-2fc0b056ba36","stix_bundle_loaded"
"T1691.001","Command Message","true","inhibit-response-function","","","attack-pattern--15ca2a99-2d3e-457f-b1d7-c52a1d5849c9","stix_bundle_loaded"
"T0800","Activate Firmware Update Mode","false","inhibit-response-function","None","","attack-pattern--19a71d1e-6334-4233-8260-b749cae37953","stix_bundle_loaded"
"T0831","Manipulation of Control","false","impact","None","","attack-pattern--1af9e3fd-2bcc-414d-adbd-fe3b95c02ca1","stix_bundle_loaded"
"T0814","Denial of Service","false","inhibit-response-function","None","","attack-pattern--1b22b676-9347-4c55-9a35-ef0dc653db5b","stix_bundle_loaded"
"T0805","Block Serial COM","false","inhibit-response-function","None","","attack-pattern--1c478716-71d9-46a4-9a53-fa5d576adb60","stix_bundle_loaded"
"T0894","System Binary Proxy Execution","false","evasion","None","","attack-pattern--1c5cf58c-a34a-40d7-82f4-f987cdfc2b91","stix_bundle_loaded"
"T0807","Command-Line Interface","false","execution","None","","attack-pattern--24a9253e-8948-4c98-b751-8e2aee53127c","stix_bundle_loaded"
"T0861","Point & Tag Identification","false","collection","None","","attack-pattern--25852363-5968-4673-b81d-341d5ed90bd1","stix_bundle_loaded"
"T0816","Device Restart/Shutdown","false","inhibit-response-function","None","","attack-pattern--25dfc8ad-bd73-4dfd-84a9-3c3d383f76e9","stix_bundle_loaded"
"T0863","User Execution","false","execution","None","","attack-pattern--2736b752-4ec5-4421-a230-8977dea7649c","stix_bundle_loaded"
"T0860","Wireless Compromise","false","initial-access","None","","attack-pattern--2877063e-1851-48d2-bcc6-bc1d2733157e","stix_bundle_loaded"
"T0858","Change Operating Mode","false","execution|evasion","None","","attack-pattern--2883c520-7957-46ca-89bd-dab1ad53b601","stix_bundle_loaded"
"T0878","Alarm Suppression","false","inhibit-response-function","None","","attack-pattern--2900bbd8-308a-4274-b074-5b8bde8347bc","stix_bundle_loaded"
"T0868","Detect Operating Mode","false","collection","None","","attack-pattern--2aa406ed-81c3-4c1d-ba83-cfbee5a2847a","stix_bundle_loaded"
"T0837","Loss of Protection","false","impact","None","","attack-pattern--2bb4d762-bf4a-4bc3-9318-15cc6a354163","stix_bundle_loaded"
"T0801","Monitor Process State","false","collection","None","","attack-pattern--2d0d40ad-22fa-4cc8-b264-072557e1364b","stix_bundle_loaded"
"T0853","Scripting","false","execution","None","","attack-pattern--2dc2b567-8821-49f9-9045-8740f3d0b958","stix_bundle_loaded"
"T0888","Remote System Information Discovery","false","discovery","None","","attack-pattern--2fedbe69-581f-447d-8a78-32ee7db939a9","stix_bundle_loaded"
"T0845","Program Upload","false","collection","None","","attack-pattern--3067b85e-271e-4bc5-81ad-ab1a81d411e3","stix_bundle_loaded"
"T0819","Exploit Public-Facing Application","false","initial-access","None","","attack-pattern--32632a95-6856-47b9-9ab7-fea5cd7dce00","stix_bundle_loaded"
"T1691","Block Operational Technology Message","false","inhibit-response-function","","","attack-pattern--338f4364-2269-4f70-9079-b20384b16628","stix_bundle_loaded"
"T0811","Data from Information Repositories","false","collection","None","","attack-pattern--3405891b-16aa-4bd7-bd7c-733501f9b20f","stix_bundle_loaded"
"T0864","Transient Cyber Asset","false","initial-access","None","","attack-pattern--35392fb4-a31d-4c6a-b9f2-1c65b7f5e6b9","stix_bundle_loaded"
"T0873.001","Siemens Project File Format","true","persistence","","","attack-pattern--354ca909-b54d-4c41-b597-9c296b344a43","stix_bundle_loaded"
"T0835","Manipulate I/O Image","false","inhibit-response-function","None","","attack-pattern--36e9f5bc-ac13-4da4-a2f4-01f4877d9004","stix_bundle_loaded"
"T0842","Network Sniffing","false","discovery","None","","attack-pattern--38213338-1aab-479d-949b-c81b66ccca5c","stix_bundle_loaded"
"T0851","Rootkit","false","evasion|inhibit-response-function","None","","attack-pattern--3b6b9246-43f8-4c69-ad7a-2b11cfe0a0d9","stix_bundle_loaded"
"T0802","Automated Collection","false","collection","None","","attack-pattern--3de230d4-3e42-4041-b089-17e1128feded","stix_bundle_loaded"
"T1694","Insecure Credentials","false","persistence|lateral-movement","","","attack-pattern--3e9b182e-e493-49e1-9a9b-bd0dfcd34a7c","stix_bundle_loaded"
"T0804","Block Reporting Message","false","inhibit-response-function","None","","attack-pattern--3f1f4ccb-9be2-4ff8-8f69-dd972221169b","stix_bundle_loaded"
"T0855","Unauthorized Command Message","false","impair-process-control","None","","attack-pattern--40b300ba-f553-48bf-862e-9471b220d455","stix_bundle_loaded"
"T1692.001","Command Message","true","evasion|impair-process-control","","","attack-pattern--4344d1b8-968b-4697-9ab9-f9abe5f52265","stix_bundle_loaded"
"T0809","Data Destruction","false","inhibit-response-function","None","","attack-pattern--493832d9-cea6-4b63-abe7-9a65a6473675","stix_bundle_loaded"
"T0832","Manipulation of View","false","impact","None","","attack-pattern--4c2e1408-9d68-4187-8e6b-a77bc52700ec","stix_bundle_loaded"
