"attack_id","name","is_subtechnique","kill_chain_phases","platforms","data_sources","stix_id","ontology_completeness"
"T1572","Protocol Tunneling","false","command-and-control","ESXi|Linux|macOS|Windows","","attack-pattern--4fe28b27-b13c-453e-a386-c2ef362a573b","stix_bundle_loaded"
"T1218.002","Control Panel","true","stealth","Windows","","attack-pattern--4ff5d6a8-c062-4c68-a778-36fc5edd564f","stix_bundle_loaded"
"T1599.001","Network Address Translation Traversal","true","defense-impairment","Network Devices","","attack-pattern--4ffc1794-ec3b-45be-9e52-42dbcb2af2de","stix_bundle_loaded"
"T1608.002","Upload Tool","true","resource-development","PRE","","attack-pattern--506f6f49-7045-4156-9007-7474cb44ad6d","stix_bundle_loaded"
"T1547.005","Security Support Provider","true","persistence|privilege-escalation","Windows","","attack-pattern--5095a853-299c-4876-abd7-ac0050fb5462","stix_bundle_loaded"
"T1036.011","Overwrite Process Arguments","true","stealth","Linux","","attack-pattern--514dc7b3-0b80-4382-80a9-2e2d294f5019","stix_bundle_loaded"
"T1004","Winlogon Helper DLL","false","persistence","Windows","","attack-pattern--514ede4c-78b3-4d78-a38b-daddf6217a79","stix_bundle_loaded"
"T1009","Binary Padding","false","stealth","Linux|macOS|Windows","","attack-pattern--519630c5-f03f-4882-825c-3af924935817","stix_bundle_loaded"
"T1550","Use Alternate Authentication Material","false","lateral-movement","Containers|IaaS|Identity Provider|Linux|Office Suite|SaaS|Windows","","attack-pattern--51a14c76-dd3b-440b-9c20-2bf91d25a814","stix_bundle_loaded"
"T1076","Remote Desktop Protocol","false","lateral-movement","Windows","","attack-pattern--51dea151-0898-4a45-967c-3ebee0420484","stix_bundle_loaded"
"T1597.001","Threat Intel Vendors","true","reconnaissance","PRE","","attack-pattern--51e54974-a541-4fb6-a61b-0518e4c6de41","stix_bundle_loaded"
"T1011","Exfiltration Over Other Network Medium","false","exfiltration","Linux|macOS|Windows","","attack-pattern--51ea26b1-ff1e-4faa-b1a0-1114cd298c87","stix_bundle_loaded"
"T1602.002","Network Device Configuration Dump","true","collection","Network Devices","","attack-pattern--52759bf1-fe12-4052-ace6-c5b0cf7dd7fd","stix_bundle_loaded"
"T1589","Gather Victim Identity Information","false","reconnaissance","PRE","","attack-pattern--5282dd9a-d26d-4e16-88b7-7c0f4553daf4","stix_bundle_loaded"
"T1131","Authentication Package","false","persistence","Windows","","attack-pattern--52d40641-c480-4ad5-81a3-c80ccaddf82d","stix_bundle_loaded"
"T1181","Extra Window Memory Injection","false","stealth|privilege-escalation","Windows","","attack-pattern--52f3d5a6-8a0f-4f82-977e-750abf90d0b0","stix_bundle_loaded"
"T1562.004","Disable or Modify System Firewall","true","stealth","ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b","stix_bundle_loaded"
"T1560","Archive Collected Data","false","collection","Linux|macOS|Windows","","attack-pattern--53ac20cd-aca3-406e-9aa0-9fc7fdc60a5a","stix_bundle_loaded"
"T1152","Launchctl","false","stealth|execution|persistence","macOS","","attack-pattern--53bfc8bf-8f76-4cd7-8958-49a884ddb3ee","stix_bundle_loaded"
"T1553.003","SIP and Trust Provider Hijacking","true","defense-impairment","Windows","","attack-pattern--543fceb5-cb92-40cb-aacf-6913d4db58bc","stix_bundle_loaded"
"T1483","Domain Generation Algorithms","false","command-and-control","Linux|macOS|Windows","","attack-pattern--54456690-84de-4538-9101-643e26437e09","stix_bundle_loaded"
"T1185","Browser Session Hijacking","false","collection","Windows","","attack-pattern--544b0346-29ad-41e1-a808-501bb4193f47","stix_bundle_loaded"
"T1021","Remote Services","false","lateral-movement","Linux|macOS|Windows|IaaS|ESXi","","attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba","stix_bundle_loaded"
"T1071.003","Mail Protocols","true","command-and-control","Linux|macOS|Network Devices|Windows","","attack-pattern--54b4c251-1f0e-4eba-ba6b-dbc7a6f6f06b","stix_bundle_loaded"
"T1556.007","Hybrid Identity","true","defense-impairment|persistence|credential-access","IaaS|Identity Provider|Office Suite|SaaS|Windows","","attack-pattern--54ca26f3-c172-4231-93e5-ccebcac2161f","stix_bundle_loaded"
"T1595.002","Vulnerability Scanning","true","reconnaissance","PRE","","attack-pattern--5502c4e9-24ef-4d5f-8ee9-9e906c2f82c4","stix_bundle_loaded"
"T1059.009","Cloud API","true","execution","IaaS|Identity Provider|Office Suite|SaaS","","attack-pattern--55bb4471-ff1f-43b4-88c1-c9384ec47abf","stix_bundle_loaded"
"T1596","Search Open Technical Databases","false","reconnaissance","PRE","","attack-pattern--55fc4df0-b42c-479a-b860-7a6761bcaad0","stix_bundle_loaded"
"T1218.015","Electron Applications","true","stealth","Linux|macOS|Windows","","attack-pattern--561ae9aa-c28a-4144-9eec-e7027a14c8c3","stix_bundle_loaded"
"T1562.012","Disable or Modify Linux Audit System","true","stealth","Linux","","attack-pattern--562e9b64-7239-493d-80f4-2bff900d9054","stix_bundle_loaded"
"T1207","Rogue Domain Controller","false","defense-impairment","Windows","","attack-pattern--564998d8-ab3e-4123-93fb-eccaa6b9714a","stix_bundle_loaded"
"T1553.006","Code Signing Policy Modification","true","defense-impairment","macOS|Windows","","attack-pattern--565275d5-fcc3-4b66-b4e7-928e4cac6b8c","stix_bundle_loaded"
"T1610","Deploy Container","false","execution","Containers","","attack-pattern--56e0d8b8-3e25-49dd-9050-3aa252f5aa92","stix_bundle_loaded"
"T1107","File Deletion","false","stealth","Linux|macOS|Windows","","attack-pattern--56fca983-1cf1-4fd1-bda0-5e170a37ab59","stix_bundle_loaded"
"T1145","Private Keys","false","credential-access","Linux|macOS|Windows","","attack-pattern--56ff457d-5e39-492b-974c-dfd2b8603ffe","stix_bundle_loaded"
"T1112","Modify Registry","false","defense-impairment|persistence","Windows","","attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4","stix_bundle_loaded"
"T1543.004","Launch Daemon","true","persistence|privilege-escalation","macOS","","attack-pattern--573ad264-1371-4ae0-8482-d2673b719dba","stix_bundle_loaded"
"T1580","Cloud Infrastructure Discovery","false","discovery","IaaS","","attack-pattern--57a3d31a-d04f-4663-b2da-7df8ec3f8c9d","stix_bundle_loaded"
"T1555.003","Credentials from Web Browsers","true","credential-access","Linux|macOS|Windows","","attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8","stix_bundle_loaded"
"T1574.008","Path Interception by Search Order Hijacking","true","stealth|execution","Windows","","attack-pattern--58af3705-8740-4c68-9329-ec015a7013c2","stix_bundle_loaded"
"T1491","Defacement","false","impact","Windows|IaaS|Linux|macOS|ESXi","","attack-pattern--5909f20f-3c39-4795-be06-ef1ea40d350b","stix_bundle_loaded"
"T1535","Unused/Unsupported Cloud Regions","false","stealth","IaaS","","attack-pattern--59bd0dec-f8b2-4b9a-9141-37a1e6899761","stix_bundle_loaded"
"T1557.003","DHCP Spoofing","true","credential-access|collection","Linux|Windows|macOS","","attack-pattern--59ff91cd-1430-4075-8563-e6f15f4f9ff5","stix_bundle_loaded"
"T1155","AppleScript","false","execution","macOS","","attack-pattern--5ad95aaa-49c1-4784-821d-2e83f47b079b","stix_bundle_loaded"
"T1563","Remote Service Session Hijacking","false","lateral-movement","Linux|macOS|Windows","","attack-pattern--5b0ad6f8-6a16-4966-a4ef-d09ea6e2a9f5","stix_bundle_loaded"
"T1564.013","Bind Mounts","true","stealth","Linux","","attack-pattern--5bd41255-a224-4425-a2e2-e9d293eafe1c","stix_bundle_loaded"
"T1027.001","Binary Padding","true","stealth","Linux|macOS|Windows","","attack-pattern--5bfccc3f-2326-4112-86cc-c1ece9d8a2b5","stix_bundle_loaded"
"T1505.003","Web Shell","true","persistence","Linux|macOS|Network Devices|Windows","","attack-pattern--5d0d3609-d06d-49e1-b9c9-b544e0c618cb","stix_bundle_loaded"
"T1484.001","Group Policy Modification","true","defense-impairment|privilege-escalation","Windows","","attack-pattern--5d2be8b9-d24c-4e98-83bf-2f5f79477163","stix_bundle_loaded"
"T1685.006","Clear Linux or Mac System Logs","true","defense-impairment","Linux|macOS","","attack-pattern--5e29d64d-2b14-4f92-875e-4c9c498e213c","stix_bundle_loaded"
"T1217","Browser Information Discovery","false","discovery","Linux|macOS|Windows","","attack-pattern--5e4a2073-9643-44cb-a0b5-e7f4048446c7","stix_bundle_loaded"
"T1552.004","Private Keys","true","credential-access","Linux|macOS|Network Devices|Windows","","attack-pattern--60b508a1-6a5e-46b1-821a-9f7b78752abf","stix_bundle_loaded"
"T1583.004","Server","true","resource-development","PRE","","attack-pattern--60c4b628-4807-4b0b-bbf5-fdac8643c337","stix_bundle_loaded"
"T1021.006","Windows Remote Management","true","lateral-movement","Windows","","attack-pattern--60d0c01d-e2bf-49dd-a453-f8a9c9fa6f65","stix_bundle_loaded"
"T1011.001","Exfiltration Over Bluetooth","true","exfiltration","Linux|macOS|Windows","","attack-pattern--613d08bc-e8f4-4791-80b0-c8b974340dfd","stix_bundle_loaded"
"T1078.001","Default Accounts","true","stealth|persistence|privilege-escalation|initial-access","Containers|ESXi|IaaS|Identity Provider|Linux|macOS|Network Devices|Office Suite|SaaS|Windows","","attack-pattern--6151cbea-819b-455a-9fa6-99a1cc58797d","stix_bundle_loaded"
"T1547.003","Time Providers","true","persistence|privilege-escalation","Windows","","attack-pattern--61afc315-860c-4364-825d-0d62b2e91edc","stix_bundle_loaded"
"T1183","Image File Execution Options Injection","false","privilege-escalation|persistence|stealth","Windows","","attack-pattern--62166220-e498-410f-a90a-19d4339d4e99","stix_bundle_loaded"
"T1085","Rundll32","false","stealth|execution","Windows","","attack-pattern--62b8c999-dcc0-4755-bd69-09442d9359f5","stix_bundle_loaded"
"T1031","Modify Existing Service","false","persistence","Windows","","attack-pattern--62dfd1ca-52d5-483c-a84b-d6e80bf94b7b","stix_bundle_loaded"
"T1546.005","Trap","true","privilege-escalation|persistence","macOS|Linux","","attack-pattern--63220765-d418-44de-8fae-694b3912317d","stix_bundle_loaded"
"T1574.006","Dynamic Linker Hijacking","true","stealth|execution","Linux|macOS","","attack-pattern--633a100c-b2c9-41bf-9be5-905c1b16c825","stix_bundle_loaded"
"T1136.001","Local Account","true","persistence","Containers|ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--635cbe30-392d-4e27-978e-66774357c762","stix_bundle_loaded"
"T1681","Search Threat Vendor Data","false","reconnaissance","PRE","","attack-pattern--63b24abc-5702-4745-b1e4-ac70b20a43f2","stix_bundle_loaded"
"T1674","Input Injection","false","execution","Windows|macOS|Linux","","attack-pattern--63e3d25c-d57d-407d-8e6a-2cecd71f90be","stix_bundle_loaded"
"T1092","Communication Through Removable Media","false","command-and-control","Linux|macOS|Windows","","attack-pattern--64196062-5210-42c3-9a02-563a0d1797ef","stix_bundle_loaded"
"T1070.001","Clear Windows Event Logs","true","stealth","Windows","","attack-pattern--6495ae23-3ab4-43c5-a94f-5638a2c31fd2","stix_bundle_loaded"
"T1585.002","Email Accounts","true","resource-development","PRE","","attack-pattern--65013dd2-bc61-43e3-afb5-a14c4fa7437a","stix_bundle_loaded"
"T1557.001","Name Resolution Poisoning and SMB Relay","true","credential-access|collection","Windows","","attack-pattern--650c784b-7504-4df7-ab2c-4ea882384d1e","stix_bundle_loaded"
"T1222","File and Directory Permissions Modification","false","defense-impairment","ESXi|Linux|macOS|Windows","","attack-pattern--65917ae0-b854-4139-83fe-bf2441cf0196","stix_bundle_loaded"
"T1003.001","LSASS Memory","true","credential-access","Windows","","attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90","stix_bundle_loaded"
"T1053.001","At (Linux)","true","execution|persistence|privilege-escalation","Linux","","attack-pattern--6636bc83-0611-45a6-b74f-1f3daf635b8e","stix_bundle_loaded"
"T1176.002","IDE Extensions","true","persistence","Linux|macOS|Windows","","attack-pattern--66b34be7-6915-4b83-8d5a-b0f0592b5e41","stix_bundle_loaded"
"T1179","Hooking","false","persistence|privilege-escalation|credential-access","Windows","","attack-pattern--66f73398-8394-4711-85e5-34c8540b22a5","stix_bundle_loaded"
"T1595","Active Scanning","false","reconnaissance","PRE","","attack-pattern--67073dde-d720-45ae-83da-b12d5e73ca3b","stix_bundle_loaded"
"T1027.016","Junk Code Insertion","true","stealth","Linux|macOS|Windows","","attack-pattern--671cd17f-a765-48fd-adc4-dad1941b1ae3","stix_bundle_loaded"
"T1547.011","Plist Modification","true","persistence|privilege-escalation","macOS","","attack-pattern--6747daa2-3533-4e78-8fb8-446ebb86448a","stix_bundle_loaded"
"T1548","Abuse Elevation Control Mechanism","false","privilege-escalation","Linux|macOS|Windows|IaaS|Office Suite|Identity Provider","","attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b","stix_bundle_loaded"
"T1134.002","Create Process with Token","true","stealth|privilege-escalation","Windows","","attack-pattern--677569f9-a8b0-459e-ab24-7f18091fa7bf","stix_bundle_loaded"
"T1548.001","Setuid and Setgid","true","privilege-escalation","Linux|macOS","","attack-pattern--6831414d-bb70-42b7-8030-d4e06b2660c9","stix_bundle_loaded"
"T1547.004","Winlogon Helper DLL","true","persistence|privilege-escalation","Windows","","attack-pattern--6836813e-8ec8-4375-b459-abb388cb1a35","stix_bundle_loaded"
"T1019","System Firmware","false","persistence","Windows","","attack-pattern--6856ddd6-2df3-4379-8b87-284603c189c3","stix_bundle_loaded"
"T1021.003","Distributed Component Object Model","true","lateral-movement","Windows","","attack-pattern--68a0c5ed-bee2-4513-830d-5b0d650139bd","stix_bundle_loaded"
"T1042","Change Default File Association","false","persistence","Windows","","attack-pattern--68c96494-1a50-403e-8844-69a6af278c68","stix_bundle_loaded"
"T1117","Regsvr32","false","stealth|execution","Windows","","attack-pattern--68f7e3a1-f09f-4164-9a62-16b648a0dd5a","stix_bundle_loaded"
"T1110.003","Password Spraying","true","credential-access","Containers|ESXi|IaaS|Identity Provider|Linux|Network Devices|Office Suite|SaaS|Windows|macOS","","attack-pattern--692074ae-bb62-4a5e-a735-02cb6bde458c","stix_bundle_loaded"
"T1090.002","External Proxy","true","command-and-control","ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--69b8fd78-40e8-4600-ae4d-662c9d7afdb3","stix_bundle_loaded"
"T1056.003","Web Portal Capture","true","collection|credential-access","Linux|macOS|Windows","","attack-pattern--69e5226d-05dc-4f15-95d7-44f5ed78d06e","stix_bundle_loaded"
"T1589.002","Email Addresses","true","reconnaissance","PRE","","attack-pattern--69f897fd-12a9-4c89-ad6a-46d2f3c38262","stix_bundle_loaded"
"T1164","Re-opened Applications","false","persistence","macOS","","attack-pattern--6a3be63a-64c5-4678-a036-03ff8fc35300","stix_bundle_loaded"
"T1054","Indicator Blocking","false","stealth","Windows","","attack-pattern--6a5848a8-6201-4a2c-8a6a-ca5af8c6f3df","stix_bundle_loaded"
"T1598.004","Spearphishing Voice","true","reconnaissance","PRE","","attack-pattern--6a5d222a-a7e0-4656-b110-782c33098289","stix_bundle_loaded"
"T1683.001","Written Content","true","resource-development","PRE","","attack-pattern--6a6f9892-c46a-46db-b331-c09a99200fcf","stix_bundle_loaded"
"T1108","Redundant Access","false","stealth|persistence","Windows|SaaS|IaaS|Linux|macOS|Office Suite|Identity Provider","","attack-pattern--6aabc5ec-eae6-422c-8311-38d45ee9838a","stix_bundle_loaded"
"T1193","Spearphishing Attachment","false","initial-access","Windows|macOS|Linux","","attack-pattern--6aac77c4-eaf2-4366-8c13-ce50ab951f38","stix_bundle_loaded"
"T1003.005","Cached Domain Credentials","true","credential-access","Windows|Linux","","attack-pattern--6add2ab5-2711-4e9d-87c8-7a0be8531530","stix_bundle_loaded"
"T1098.004","SSH Authorized Keys","true","persistence|privilege-escalation","ESXi|IaaS|Linux|macOS|Network Devices","","attack-pattern--6b57dc31-b814-4a03-8706-28bc20d739c4","stix_bundle_loaded"
"T1673","Virtual Machine Discovery","false","discovery","ESXi|Linux|macOS|Windows","","attack-pattern--6bc7f9aa-b91f-4b23-84b8-5e756eba68eb","stix_bundle_loaded"
"T1215","Kernel Modules and Extensions","false","persistence","Linux|macOS","","attack-pattern--6be14413-578e-46c1-8304-310762b3ecd5","stix_bundle_loaded"
"T1101","Security Support Provider","false","persistence","Windows","","attack-pattern--6c174520-beea-43d9-aac6-28fb77f3e446","stix_bundle_loaded"
"T1590.006","Network Security Appliances","true","reconnaissance","PRE","","attack-pattern--6c2957f9-502a-478c-b1dd-d626c0659413","stix_bundle_loaded"
"T1546.012","Image File Execution Options Injection","true","privilege-escalation|persistence","Windows","","attack-pattern--6d4a7fb3-5a24-42be-ae61-6728a2b581f6","stix_bundle_loaded"
"T1218.008","Odbcconf","true","stealth","Windows","","attack-pattern--6e3bd510-6b33-41a4-af80-2d80f3ee0071","stix_bundle_loaded"
"T1593.002","Search Engines","true","reconnaissance","PRE","","attack-pattern--6e561441-8431-4773-a9b8-ccf28ef6a968","stix_bundle_loaded"
"T1177","LSASS Driver","false","execution|persistence","Windows","","attack-pattern--6e6845c2-347a-4a6f-a2d1-b74a18ebd352","stix_bundle_loaded"
"T1591.002","Business Relationships","true","reconnaissance","PRE","","attack-pattern--6ee2dc99-91ad-4534-a7d8-a649358c331f","stix_bundle_loaded"
"T1548.005","Temporary Elevated Cloud Access","true","privilege-escalation","IaaS|Office Suite|Identity Provider","","attack-pattern--6fa224c7-5091-4595-bf15-3fc9fe2f2c7c","stix_bundle_loaded"
"T1125","Video Capture","false","collection","Linux|macOS|Windows","","attack-pattern--6faf650d-bf31-4eb4-802d-1000cf38efaf","stix_bundle_loaded"
"T1144","Gatekeeper Bypass","false","stealth","macOS","","attack-pattern--6fb6408c-0db3-41d9-a3a1-a32e5f16454e","stix_bundle_loaded"
"T1045","Software Packing","false","stealth","Windows|macOS","","attack-pattern--6ff403bc-93e3-48be-8687-e102fdba8c88","stix_bundle_loaded"
"T1055.013","Process Doppelgänging","true","stealth|privilege-escalation","Windows","","attack-pattern--7007935a-a8a7-4c0b-bd98-4e85be8ed197","stix_bundle_loaded"
"T1016","System Network Configuration Discovery","false","discovery","ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0","stix_bundle_loaded"
"T1578.003","Delete Cloud Instance","true","defense-impairment","IaaS","","attack-pattern--70857657-bd0b-4695-ad3e-b13f92cac1b4","stix_bundle_loaded"
"T1593.003","Code Repositories","true","reconnaissance","PRE","","attack-pattern--70910fbd-58dc-4c1c-8c48-814d11fcd022","stix_bundle_loaded"
"T1574.005","Executable Installer File Permissions Weakness","true","stealth|execution","Windows","","attack-pattern--70d81154-b187-45f9-8ec5-295d01255979","stix_bundle_loaded"
"T1546.008","Accessibility Features","true","privilege-escalation|persistence","Windows","","attack-pattern--70e52b04-2a0c-4cea-9d18-7149f1df9dc5","stix_bundle_loaded"
"T1496.002","Bandwidth Hijacking","true","impact","Linux|Windows|macOS|IaaS|Containers","","attack-pattern--718cb208-6446-4572-a2f0-9c799c60091e","stix_bundle_loaded"
"T1504","PowerShell Profile","false","persistence|privilege-escalation","Windows","","attack-pattern--723e3a2b-ca0d-4daa-ada8-82ea35d3733a","stix_bundle_loaded"
"T1198","SIP and Trust Provider Hijacking","false","stealth|persistence","Windows","","attack-pattern--72b5ef57-325c-411b-93ca-a3ca6fa17e31","stix_bundle_loaded"
"T1087","Account Discovery","false","discovery","ESXi|IaaS|Identity Provider|Linux|macOS|Office Suite|SaaS|Windows","","attack-pattern--72b74d71-8169-42aa-92e0-e7b04b9f5a08","stix_bundle_loaded"
"T1090","Proxy","false","command-and-control","ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--731f4f55-b6d0-41d1-a7a9-072a66389aea","stix_bundle_loaded"
"T1059","Command and Scripting Interpreter","false","execution","Containers|ESXi|IaaS|Identity Provider|Linux|macOS|Network Devices|Office Suite|SaaS|Windows","","attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830","stix_bundle_loaded"
"T1204.005","Malicious Library","true","execution","Linux|macOS|Windows","","attack-pattern--73b24a10-6bf4-4af1-a81e-67b8bcb6c4e6","stix_bundle_loaded"
"T1562.006","Indicator Blocking","true","stealth","Windows|macOS|Linux|ESXi","","attack-pattern--74d2a63f-3c7b-4852-92da-02d8fbab16da","stix_bundle_loaded"
"T1685.005","Clear Windows Event Logs","true","defense-impairment","Windows","","attack-pattern--75b9a4d2-d4e2-4ca1-9aab-1badd9e05fd0","stix_bundle_loaded"
"T1136.002","Domain Account","true","persistence","Linux|macOS|Windows","","attack-pattern--7610cada-1499-41a4-b3dd-46467b68d177","stix_bundle_loaded"
"T1564.014","Extended Attributes","true","stealth","Linux|macOS","","attack-pattern--762e6f29-a62f-4d96-91ed-d0073181431f","stix_bundle_loaded"
"T1589.003","Employee Names","true","reconnaissance","PRE","","attack-pattern--76551c52-b111-4884-bc47-ff3e728f0156","stix_bundle_loaded"
"T1677","Poisoned Pipeline Execution","false","execution","SaaS","","attack-pattern--7655ac3b-dfde-49c5-a967-242856174434","stix_bundle_loaded"
"T1482","Domain Trust Discovery","false","discovery","Windows","","attack-pattern--767dbf9e-df3f-45cb-8998-4903ab5f80c0","stix_bundle_loaded"
"T1558.001","Golden Ticket","true","credential-access","Windows","","attack-pattern--768dce68-8d0d-477a-b01d-0eea98b963a1","stix_bundle_loaded"
"T1175","Component Object Model and Distributed COM","false","lateral-movement|execution","Windows","","attack-pattern--772bc7a8-a157-42cc-8728-d648e25c7fe7","stix_bundle_loaded"
"T1020","Automated Exfiltration","false","exfiltration","Linux|macOS|Network Devices|Windows","","attack-pattern--774a3188-6ba9-4dc4-879d-d54ee48a5ce9","stix_bundle_loaded"
"T1592.004","Client Configurations","true","reconnaissance","PRE","","attack-pattern--774ad5bb-2366-4c13-a8a9-65e50b292e7c","stix_bundle_loaded"
"T1562.007","Disable or Modify Cloud Firewall","true","stealth","IaaS","","attack-pattern--77532a55-c283-4cd2-bc5d-2d0b65e9d88c","stix_bundle_loaded"
"T1219.001","IDE Tunneling","true","command-and-control","Linux|macOS|Windows","","attack-pattern--77e29a47-e263-4f11-8692-e5012f44dbac","stix_bundle_loaded"
"T1036.002","Right-to-Left Override","true","stealth","Linux|macOS|Windows","","attack-pattern--77eae145-55db-4519-8ae5-77b0c7215d69","stix_bundle_loaded"
"T1588.001","Malware","true","resource-development","PRE","","attack-pattern--7807d3a4-a885-4639-a786-c1ed41484970","stix_bundle_loaded"
"T1027.017","SVG Smuggling","true","stealth","Linux|macOS|Windows","","attack-pattern--78b9e70d-1605-459c-b23d-e3a25036968c","stix_bundle_loaded"
"T1542.002","Component Firmware","true","stealth|persistence","Windows|Linux|macOS","","attack-pattern--791481f8-e96a-41be-b089-a088763083d4","stix_bundle_loaded"
"T1070","Indicator Removal","false","stealth","Containers|ESXi|Linux|macOS|Network Devices|Office Suite|Windows","","attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69","stix_bundle_loaded"
"T1048.001","Exfiltration Over Symmetric Encrypted Non-C2 Protocol","true","exfiltration","Linux|macOS|Windows|ESXi","","attack-pattern--79a4052e-1a89-4b09-aea6-51f1d11fe19c","stix_bundle_loaded"
"T1137.001","Office Template Macros","true","persistence","Office Suite|Windows","","attack-pattern--79a47ad0-fc3b-4821-9f01-a026b1ddba21","stix_bundle_loaded"
"T1583.003","Virtual Private Server","true","resource-development","PRE","","attack-pattern--79da0971-3147-4af6-a4f5-e8cd447cd795","stix_bundle_loaded"
"T1213.001","Confluence","true","collection","SaaS","","attack-pattern--7ad38ef1-381a-406d-872a-38b136eb5ecc","stix_bundle_loaded"
"T1550.003","Pass the Ticket","true","lateral-movement","Windows","","attack-pattern--7b211ac6-c815-4189-93a9-ab415deca926","stix_bundle_loaded"
"T1609","Container Administration Command","false","execution","Containers","","attack-pattern--7b50a1d3-4ca7-45d1-989d-a6503f04bfe1","stix_bundle_loaded"
"T1083","File and Directory Discovery","false","discovery","ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18","stix_bundle_loaded"
"T1568","Dynamic Resolution","false","command-and-control","ESXi|Linux|macOS|Windows","","attack-pattern--7bd9c723-2f78-4309-82c5-47cad406572b","stix_bundle_loaded"
"T1036.004","Masquerade Task or Service","true","stealth","Linux|macOS|Windows","","attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c","stix_bundle_loaded"
"T1055.004","Asynchronous Procedure Call","true","stealth|privilege-escalation","Windows","","attack-pattern--7c0f17c9-1af6-4628-9cbd-9e45482dd605","stix_bundle_loaded"
"T1020.001","Traffic Duplication","true","exfiltration","Network Devices|IaaS","","attack-pattern--7c46b364-8496-4234-8a56-f7e6727e21e1","stix_bundle_loaded"
"T1138","Application Shimming","false","persistence|privilege-escalation","Windows","","attack-pattern--7c93aa74-4bc0-4a9e-90ea-f25f86301566","stix_bundle_loaded"
"T1647","Plist File Modification","false","defense-impairment","macOS","","attack-pattern--7d20fff9-8751-404e-badd-ccd71bda0236","stix_bundle_loaded"
"T1127.003","JamPlus","true","stealth|execution","Windows","","attack-pattern--7d356151-a69d-404e-896b-71618952702a","stix_bundle_loaded"
"T1546.009","AppCert DLLs","true","privilege-escalation|persistence","Windows","","attack-pattern--7d57b371-10c2-45e5-b3cc-83a8fb380e4c","stix_bundle_loaded"
"T1191","CMSTP","false","stealth|execution","Windows","","attack-pattern--7d6f590f-544b-45b4-9a42-e0805f342af3","stix_bundle_loaded"
"T1188","Multi-hop Proxy","false","command-and-control","Linux|macOS|Windows","","attack-pattern--7d751199-05fa-4a72-920f-85df4506c76c","stix_bundle_loaded"
"T1114.003","Email Forwarding Rule","true","collection","Linux|macOS|Office Suite|Windows","","attack-pattern--7d77a07d-02fe-4e88-8bd9-e9c008c01bf0","stix_bundle_loaded"
"T1074","Data Staged","false","collection","ESXi|IaaS|Linux|macOS|Windows","","attack-pattern--7dd95ff6-712e-4056-9626-312ea4ab4c5e","stix_bundle_loaded"
"T1649","Steal or Forge Authentication Certificates","false","credential-access","Windows|Linux|macOS|Identity Provider","","attack-pattern--7de1f7ac-5d0c-4c9c-8873-627202205331","stix_bundle_loaded"
"T1098.005","Device Registration","true","persistence|privilege-escalation","Windows|Identity Provider","","attack-pattern--7decb26c-715c-40cf-b7e0-026f7d7cc215","stix_bundle_loaded"
"T1049","System Network Connections Discovery","false","discovery","ESXi|IaaS|Linux|macOS|Network Devices|Windows","","attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475","stix_bundle_loaded"
"T1584","Compromise Infrastructure","false","resource-development","PRE","","attack-pattern--7e3beebd-8bfe-4e7b-a892-e44ab06a75f9","stix_bundle_loaded"
"T1553.005","Mark-of-the-Web Bypass","true","defense-impairment","Windows","","attack-pattern--7e7c2fba-7cca-486c-9582-4c1bb2851961","stix_bundle_loaded"
"T1600.002","Disable Crypto Hardware","true","defense-impairment","Network Devices","","attack-pattern--7efba77e-3bc4-4ca5-8292-d8201dcd64b5","stix_bundle_loaded"
"T1542","Pre-OS Boot","false","stealth|persistence","Linux|macOS|Network Devices|Windows","","attack-pattern--7f0ca133-88c4-40c6-a62f-b3083a7fbc2e","stix_bundle_loaded"
"T1064","Scripting","false","stealth|execution","Linux|macOS|Windows","","attack-pattern--7fd87010-3a00-4da3-b905-410525e8ec44","stix_bundle_loaded"
"T1612","Build Image on Host","false","stealth","Containers","","attack-pattern--800f9819-7007-4540-a520-40e655876800","stix_bundle_loaded"
"T1051","Shared Webroot","false","lateral-movement","Windows","","attack-pattern--804c042c-cfe6-449e-bc1a-ba0a998a70db","stix_bundle_loaded"
"T1055.002","Portable Executable Injection","true","stealth|privilege-escalation","Windows","","attack-pattern--806a49c4-970d-43f9-9acc-ac0ee11e6662","stix_bundle_loaded"
