"source_attack_id","relationship_type","target_attack_id"
"M1056","mitigates","T1589"
"G0010","uses","T1071.003"
"M1040","mitigates","T1543"
"G0010","uses","S0104"
"G0087","uses","T1569.002"
"G0016","uses","S0516"
"S0699","uses","T1071.002"
"S0650","uses","T1218.007"
"S0378","uses","T1548.002"
"M1038","mitigates","T1611"
"M1027","mitigates","T1558.002"
"S0458","uses","T1080"
"G1001","uses","T1204.002"
"S0373","uses","T1057"
"S0240","uses","T1056.001"
"S0256","uses","T1573.001"
"S0244","uses","T1102.002"
"S0204","uses","T1105"
"G0042","revoked-by","G0040"
"S0373","uses","T1204.002"
"G0129","uses","T1218.005"
"S0377","uses","T1008"
"S1065","uses","T1057"
"S0574","uses","T1001.001"
"S1025","uses","T1005"
"G0139","uses","T1059.003"
"G0135","uses","S0020"
"S0677","uses","T1556.007"
"S1081","uses","T1027.009"
"S0376","uses","T1571"
"S1124","uses","T1047"
"S0546","uses","T1547.001"
"S0356","uses","T1548.002"
"S1111","uses","T1010"
"G0071","uses","S0236"
"G1003","uses","T1654"
"G0050","uses","T1055"
"S0242","uses","T1497.001"
"S0200","uses","T1573.001"
"G0027","uses","T1003.004"
"S1111","uses","T1070.004"
"S0610","uses","T1033"
"S0385","uses","T1113"
"S0520","uses","T1005"
"S0504","uses","T1053.003"
"M1056","mitigates","T1596"
"M1047","mitigates","T1021.001"
"G1054","uses","S0057"
"S9014","uses","T1036.003"
"S0236","uses","T1007"
"G0010","uses","S0160"
"G0098","uses","S0029"
"G0050","uses","T1216.001"
"S1196","uses","T1071.001"
"S1199","uses","T1685"
"M1022","mitigates","T1574.004"
"S1122","uses","T1176.001"
"M1032","mitigates","T1114"
"G1004","uses","T1213.002"
"S0022","uses","T1095"
"S0657","uses","T1027.013"
"G1053","uses","T1059.001"
"S1086","uses","T1055.012"
"S0567","uses","T1543.003"
"G1003","uses","T1190"
"G0106","uses","T1071"
"S0344","uses","T1140"
"S1060","uses","T1552.004"
"G0096","uses","T1098.007"
"G0135","uses","T1505.003"
"S9027","uses","T1083"
"S0501","uses","T1027.013"
"S1065","uses","T1027.013"
"S0689","uses","T1059.001"
"S0248","uses","T1027.016"
"S0513","uses","T1071.001"
"S1185","uses","T1041"
"S0428","uses","T1564.001"
"S0678","uses","T1480"
"S0414","uses","T1218.005"
"M1035","mitigates","T1021.001"
"M1054","mitigates","T1137.002"
"S0374","uses","T1033"
"G0140","uses","T1218.005"
"M1022","mitigates","T1222.001"
"S1149","uses","T1106"
"S0660","uses","T1547.001"
"G0105","uses","T1046"
"S1032","uses","T1059.003"
"S0072","uses","T1070.006"
"S9023","uses","T1090.001"
"S1147","uses","T1053.005"
"G0001","uses","T1189"
"G0091","uses","T1059.005"
"T1568.001","subtechnique-of","T1568"
"S1035","uses","T1480"
"G1023","uses","T1685"
"S0584","uses","T1564.001"
"S0633","uses","T1027.004"
"M1027","mitigates","T1599"
"S0169","uses","T1036.004"
"S0081","uses","T1218.011"
"S0052","uses","T1003"
"G1020","uses","T1036.005"
"S0356","uses","T1071.001"
"S0378","uses","T1569.002"
"S0502","uses","T1095"
"G0046","uses","T1036.004"
"G0012","uses","T1056.001"
"S0674","uses","T1048.003"
"S9024","uses","T1518.001"
"G1015","uses","T1588.002"
"S0260","uses","T1055.004"
"S0148","uses","T1547.001"
"S1018","uses","T1036"
"S0437","uses","T1083"
"G0096","uses","S0032"
"G1016","uses","T1090.001"
"S0362","uses","T1546.004"
"S9008","uses","T1552.001"
"S0239","uses","T1057"
"G1044","uses","T1056"
"S0269","uses","T1132.001"
"S0089","uses","T1083"
"T1027.018","subtechnique-of","T1027"
"S0572","uses","T1016"
"G0087","uses","S0488"
"G0094","uses","S1025"
"G0093","uses","T1041"
"S0070","uses","T1059.003"
"S0470","uses","T1027.003"
"M1028","mitigates","T1548.001"
"T1566.002","subtechnique-of","T1566"
"S0349","uses","T1003.008"
"G0143","uses","T1574.001"
"S0331","uses","T1124"
"G0126","uses","T1041"
"S0367","uses","T1566.002"
"S1013","uses","T1518.001"
"S0603","uses","T1543.003"
"G0046","uses","T1218.011"
"S0373","uses","T1140"
"S0194","uses","T1552.006"
"G0021","uses","T1027.015"
"S0567","uses","T1059.003"
"G0006","uses","T1057"
"S0350","uses","T1053.005"
"S0699","uses","T1573.002"
"G0142","uses","T1221"
"G1034","uses","S1016"
"M1040","mitigates","T1559.002"
"S9029","uses","T1071.001"
"S0670","uses","T1082"
"S0670","uses","T1090"
"S0074","uses","T1547.001"
"S0019","uses","T1056.001"
"S1183","uses","T1480"
"T1003.004","subtechnique-of","T1003"
"S1229","uses","T1059.003"
"S0650","uses","T1140"
"T1142","revoked-by","T1555.001"
"S0265","uses","T1070.004"
"M1041","mitigates","T1602.002"
"S0037","uses","T1564.003"
"M1038","mitigates","T1216.001"
"S1059","uses","T1057"
"S0375","uses","T1053.005"
"S1043","uses","T1124"
"M1042","mitigates","T1649"
"S9032","uses","T1573.001"
"S0128","uses","T1132"
"M1022","mitigates","T1037.003"
"S1033","uses","T1027.013"
"S1131","uses","T1684.001"
"S1011","uses","T1036.005"
"S0647","uses","T1027"
"S0337","uses","T1071.001"
"S0458","uses","T1566.001"
"S0441","uses","T1070.004"
"G1053","uses","T1485"
"G1033","uses","T1114.002"
"M1018","mitigates","T1546.003"
"S0345","uses","T1071.001"
"S0198","uses","T1204.002"
"G0006","uses","T1005"
"T1556.009","subtechnique-of","T1556"
"S0497","uses","T1105"
"S0350","uses","T1543.003"
"M1042","mitigates","T1114.003"
"T1038","revoked-by","T1574.001"
"S0228","uses","T1685"
"G0093","uses","T1005"
"T1001.001","subtechnique-of","T1001"
"G0087","uses","T1027.013"
"S1142","uses","T1140"
"G1018","uses","T1685"
"S0140","uses","T1021.002"
"S0013","uses","T1056.001"
"S0381","uses","T1047"
"S0632","uses","T1033"
"S1153","uses","T1647"
"M1018","mitigates","T1547.009"
"S0559","uses","T1070.009"
"T1546.003","subtechnique-of","T1546"
"S9020","uses","T1018"
"G0022","uses","T1555.003"
"S0567","uses","T1078"
"G0016","uses","T1136.003"
"S0603","uses","T1140"
"T1013","revoked-by","T1547.010"
"S0629","uses","T1036.004"
"S1244","uses","T1490"
"S0363","uses","T1484.001"
"S0543","uses","T1614.001"
"S0393","uses","T1059.001"
"G0049","uses","S0508"
"S9020","uses","T1105"
"S0198","uses","T1204.001"
"G0032","uses","S0263"
"G0049","uses","T1046"
"M1018","mitigates","T1578.003"
"S0692","uses","T1564.003"
"S9023","uses","T1027.013"
"S0198","uses","T1119"
"S0237","uses","T1027.013"
"M1030","mitigates","T1021.001"
"G0129","uses","T1027.007"
"G0034","uses","T1598.003"
"S0276","uses","T1071.001"
"S0260","uses","T1095"
"G0053","uses","T1059"
"S1060","uses","T1569.002"
"S1073","uses","T1059.012"
"S0348","uses","T1033"
"G1019","uses","T1059.007"
"S0126","uses","T1055.001"
"G0065","uses","S0190"
"S0448","uses","T1560.003"
"M1051","mitigates","T1137.004"
"S0457","uses","T1140"
"S0170","uses","T1071.004"
"G0091","uses","T1112"
"S0186","uses","T1082"
"S1183","uses","T1036.003"
"S1213","uses","T1140"
"S1086","uses","T1027"
"S9010","uses","T1140"
"G0096","uses","T1021.002"
"S0647","uses","T1113"
"S0439","uses","T1016"
"S0389","uses","T1059.001"
"G1032","uses","T1059.003"
"S0658","uses","T1041"
"S0011","uses","T1070.004"
"S0260","uses","T1560.002"
"M1054","mitigates","T1559"
"G0127","uses","S0476"
"S1228","uses","T1614.001"
"M1040","mitigates","T1574"
"S9025","uses","T1140"
"S0659","uses","T1135"
"S0533","uses","T1056.001"
"S1240","uses","T1012"
"G0032","uses","T1012"
"S1031","uses","T1071.001"
"G0124","uses","T1518"
"G0049","uses","T1087.001"
"S0674","uses","T1573.001"
"S9022","uses","T1552.006"
"S0363","uses","T1041"
"G0114","uses","T1071.001"
"S1030","uses","T1140"
"S0192","uses","T1033"
"S0084","uses","T1016"
"S1232","uses","T1027.007"
"S1202","uses","T1680"
"S0330","uses","T1057"
"S0562","uses","T1070.004"
"S1081","uses","T1124"
"G0032","uses","T1090.002"
"G0095","uses","T1059.003"
"S0439","uses","T1071.001"
"G1015","uses","T1552.004"
"M1035","mitigates","T1021"
"S1159","uses","T1070"
"S1229","uses","T1113"
"S0273","uses","T1055.001"
"S0414","uses","T1056.001"
"S0263","uses","T1027.011"
"S0245","uses","T1573.001"
"S1188","uses","T1027.015"
"S0373","uses","T1132.001"
"S1149","uses","T1027.009"
"S0546","uses","T1102"
"S0481","uses","T1059.003"
"G0061","uses","T1588.002"
"S0030","uses","T1012"
"S0138","uses","T1036.005"
"S0456","uses","T1016"
"S0266","uses","T1059.001"
"S0154","uses","T1078.003"
"S0455","uses","T1027.013"
"G0045","uses","T1090.002"
"G0046","uses","T1047"
"S0228","uses","T1059.005"
"G0105","uses","T1135"
"M1031","mitigates","T1104"
"G0129","uses","T1585.002"
"S0615","uses","T1005"
"M1024","mitigates","T1505.005"
"S0417","uses","T1069.002"
"S0496","uses","T1012"
"T1568.002","subtechnique-of","T1568"
"G0102","uses","T1055"
"S0412","uses","T1571"
"G0047","uses","T1059.005"
"S0682","uses","T1001.001"
"S0622","uses","T1140"
"S0658","uses","T1553.001"
"S9003","uses","T1480"
"G1016","uses","T1565"
"T1114.002","subtechnique-of","T1114"
"G0090","uses","T1059.003"
"S0126","uses","T1027"
"S1156","uses","T1016"
"S0699","uses","T1071.004"
"G0050","uses","T1566.001"
"S1026","uses","T1680"
"S1141","uses","T1572"
"M1032","mitigates","T1621"
"G0047","uses","T1113"
"S0023","uses","T1071.001"
"S9037","uses","T1132.001"
"S1018","uses","T1105"
"S0192","uses","T1136.002"
"G0061","uses","T1204.002"
"M1026","mitigates","T1569"
"G0082","uses","T1059.003"
"S0270","uses","T1016"
"G0069","uses","T1059.003"
"S0192","uses","T1041"
"G1003","uses","T1133"
"S0017","uses","T1008"
"S0048","uses","T1071.001"
"S0491","uses","T1560.003"
"S1090","uses","T1083"
"S0071","uses","T1059.003"
"S1226","uses","T1071.001"
"G0016","uses","S0049"
"G1046","uses","T1059.001"
"S0333","uses","T1059.003"
"G0032","uses","T1027.013"
"G1016","uses","T1059.001"
"S0680","uses","T1012"
"G0064","uses","S0002"
"S1053","uses","T1688"
"M1056","mitigates","T1585"
"S0038","uses","T1057"
"S0404","uses","T1570"
"M1056","mitigates","T1590.005"
"G0087","uses","S0006"
"S0497","uses","T1071.001"
"G0032","uses","S0567"
"M1051","mitigates","T1542"
"M1047","mitigates","T1564.008"
"S0162","uses","T1070.004"
"S0181","uses","T1070.004"
"G0024","uses","S0066"
"G0006","uses","T1550.002"
"G0102","uses","S0521"
"G0069","uses","T1588.001"
"S0398","uses","T1574.001"
"S0628","uses","T1105"
"S1207","uses","T1027.013"
"S0182","uses","T1056.004"
"G0026","uses","T1133"
"G0093","uses","T1574.001"
"S0039","uses","T1135"
"M1022","mitigates","T1686.003"
"G0128","uses","T1059.006"
"G1046","uses","S0190"
"G1018","uses","S0283"
"S0395","uses","T1041"
"G0027","uses","S0008"
"M1030","mitigates","T1190"
"G0061","uses","T1588.003"
"S1141","uses","T1083"
"G1003","uses","T1119"
"S1219","uses","T1564.001"
"S0349","uses","T1555.003"
"S0512","uses","T1016"
"T1560.002","subtechnique-of","T1560"
"G0093","uses","S0012"
"M1051","mitigates","T1542.001"
"G1044","uses","T1583.001"
"S1047","uses","T1218.010"
"S0402","uses","T1564.001"
"S9037","uses","T1566.001"
"S0074","uses","T1071.001"
"S1239","uses","T1027.007"
"G1001","uses","T1567.002"
"S0167","uses","T1059"
"G1047","uses","T1059.004"
"S9020","uses","T1480"
"S0553","uses","T1059.003"
"G0030","uses","T1087.002"
"G0064","uses","T1555.003"
"S1141","uses","T1135"
"G0007","uses","T1669"
"S9039","uses","T1059.001"
"M1022","mitigates","T1098.004"
"M1047","mitigates","T1548.002"
"S0439","uses","T1001"
"S1039","uses","T1055.001"
"G0073","uses","T1218.011"
"G0016","uses","T1098.005"
"G0016","uses","T1587.003"
"S1016","uses","T1016"
"G0100","uses","T1090.003"
"S1228","uses","T1001.003"
"S0335","uses","T1069"
"T1598.004","subtechnique-of","T1598"
"T1608.004","subtechnique-of","T1608"
"G0016","uses","T1005"
"T1593.002","subtechnique-of","T1593"
"G0049","uses","S0057"
"G0034","uses","S0401"
"S1058","uses","T1053.005"
"S0172","uses","T1070.004"
"S0228","uses","T1016"
"S1074","uses","T1055"
"G0046","uses","T1620"
"S0248","uses","T1018"
"M1038","mitigates","T1547.009"
"S0196","uses","T1518.001"
"G1052","uses","T1583.001"
"S0455","uses","T1106"
"S1066","uses","T1518.001"
"S9019","uses","T1685"
"S1073","uses","T1021.002"
"S0244","uses","T1057"
"S1138","uses","T1584.006"
"S1115","uses","T1105"
"G1018","uses","T1588.001"
"G0060","uses","S0471"
"G0049","uses","T1137.004"
"M1045","mitigates","T1036.005"
"S0500","uses","T1070.009"
"G0050","uses","T1135"
"S1063","uses","T1021.006"
"G0065","uses","T1090.003"
"S0386","uses","T1559.001"
"S0203","uses","T1016"
"S1139","uses","T1652"
"S0438","uses","T1218.011"
"S1046","uses","T1573"
"M1013","mitigates","T1647"
"S1238","uses","T1553.002"
"M1018","mitigates","T1134"
"S0140","uses","T1036.004"
"S1018","uses","T1071.001"
"S0531","uses","T1041"
"M1031","mitigates","T1090.002"
"S1239","uses","T1574.001"
"S1166","uses","T1105"
"S0663","uses","T1553.002"
"M1013","mitigates","T1195"
"S0363","uses","T1082"
"S0201","uses","T1012"
"S0386","uses","T1056.004"
"S0372","uses","T1529"
"S1155","uses","T1218.010"
"S9036","uses","T1140"
"G1054","uses","T1685.005"
"S0469","uses","T1140"
"S1065","uses","T1680"
"G0016","uses","T1105"
"G1031","uses","T1027.013"
"S0355","uses","T1027"
"S0009","uses","T1553.006"
"S0371","uses","T1071.001"
"S0684","uses","T1526"
"G0100","uses","T1518"
"M1033","mitigates","T1059.011"
"S0363","uses","T1115"
"S1068","uses","T1082"
"G0064","uses","T1552.006"
"S0366","uses","T1083"
"G1016","uses","T1053.005"
"S9011","uses","T1140"
"G1003","uses","T1571"
"S0113","uses","T1016"
"S0223","uses","T1518.001"
"S9002","uses","T1222.001"
"S0234","uses","T1055.012"
"S1201","uses","T1041"
"G0133","uses","T1036"
"G1023","uses","S1113"
"G0137","uses","S0652"
"G0012","uses","T1566.001"
"S1202","uses","T1543.003"
"S0447","uses","T1033"
"S0223","uses","T1218.005"
"S0449","uses","T1564.006"
"S0264","uses","T1140"
"S0143","uses","T1036.010"
"S0583","uses","T1059.006"
"G0003","uses","S0029"
"G0021","uses","S0062"
"S0604","uses","T1078"
"S0417","uses","T1124"
"G0090","uses","T1204.001"
"S0022","uses","T1071.003"
"S9029","uses","T1033"
"G0032","uses","T1104"
"S0238","uses","T1070.004"
"S0576","uses","T1497.001"
"G0114","uses","T1106"
"S0688","uses","T1685.005"
"G0016","uses","T1651"
"G0077","uses","T1555"
"T1045","revoked-by","T1027.002"
"S0098","uses","T1546.010"
"T1090.002","subtechnique-of","T1090"
"M1050","mitigates","T1203"
"S0351","uses","T1113"
"M1049","mitigates","T1564.012"
"G0121","uses","T1020"
"S1222","uses","T1567.002"
"S9037","uses","T1106"
"G0129","uses","T1219.002"
"G0117","uses","T1021.005"
"G0128","uses","T1547.001"
"G0034","uses","T1133"
"S0275","uses","T1574.001"
"G0068","uses","T1068"
"S0264","uses","T1070.004"
"S0050","uses","T1048.003"
"M1051","mitigates","T1212"
"M1048","mitigates","T1611"
"G0051","uses","T1033"
"G0027","uses","T1027.015"
"G0020","uses","T1480.001"
"S1202","uses","T1569.002"
"G1017","uses","T1560.001"
"G0027","uses","T1204.002"
"S0495","uses","T1071.004"
"T1195.001","subtechnique-of","T1195"
"G0094","uses","T1593.001"
"S1081","uses","T1053.005"
"T1556.008","subtechnique-of","T1556"
"G0129","uses","T1003"
"S0650","uses","T1114.001"
"S0499","uses","T1105"
"S1182","uses","T1036.005"
"S0013","uses","T1102.001"
"G0071","uses","S0104"
"S1186","uses","T1041"
"S0665","uses","T1204.002"
"G1054","uses","T1021.001"
"S0384","uses","T1053.005"
"S0502","uses","T1014"
"G0069","uses","T1218.003"
"T1011.001","subtechnique-of","T1011"
"G0047","uses","T1518.001"
"S1146","uses","T1213.006"
"S0670","uses","T1573.001"
"S1229","uses","T1134.001"
"S0660","uses","T1204.002"
"S0391","uses","T1082"
"S0570","uses","T1222.001"
"M1030","mitigates","T1602.002"
"S1134","uses","T1027.009"
"S0172","uses","T1547.001"
"S0516","uses","T1083"
"T1548.005","subtechnique-of","T1548"
"G0045","uses","S0153"
"S1242","uses","T1047"
"M1054","mitigates","T1666"
"S0257","uses","T1056.001"
"S1030","uses","T1204.001"
"M1047","mitigates","T1558.004"
"M1017","mitigates","T1598"
"S0129","uses","T1083"
"M1047","mitigates","T1027.011"
"G0092","uses","T1112"
"S0140","uses","T1105"
"S1039","uses","T1560"
"G1003","uses","T1070.004"
"G0106","uses","T1105"
"S1245","uses","T1140"
"S0128","uses","T1056.001"
"G1017","uses","T1124"
"S0603","uses","T1070.004"
"S0508","uses","T1090"
"G1017","uses","T1069.002"
"S9038","uses","T1485"
"S0501","uses","T1105"
"M1032","mitigates","T1078.001"
"T1208","revoked-by","T1558.003"
"G1014","uses","T1587.001"
"T1009","revoked-by","T1027.001"
"S0251","uses","T1113"
"S0373","uses","T1027.002"
"S0331","uses","T1033"
"G1004","uses","T1583.003"
"S0262","uses","T1547.001"
"M1042","mitigates","T1557"
"S0654","uses","T1486"
"M1041","mitigates","T1003"
"G1054","uses","T1587.001"
"S1105","uses","T1543.004"
"S0344","uses","T1552.001"
"S1190","uses","T1059.003"
"S0150","uses","T1030"
"G0035","uses","T1110.002"
"S0400","uses","T1489"
"G0096","uses","T1037"
"S0582","uses","T1059.005"
"S0242","uses","T1082"
"S0002","uses","T1134.005"
"G0139","uses","T1610"
"M1045","mitigates","T1036.001"
"G0092","uses","T1588.002"
"M1047","mitigates","T1053.002"
"S0589","uses","T1036.005"
"S1118","uses","T1505.003"
"S0050","uses","T1039"
"S1213","uses","T1055.012"
"G0069","uses","T1036.005"
"G0087","uses","T1588.002"
"G0034","uses","T1587.001"
"S1154","uses","T1203"
"S0453","uses","T1105"
"S9014","uses","T1027.010"
"S0584","uses","T1569.001"
"S0062","uses","T1091"
"S0036","uses","T1547.001"
"S0037","uses","T1573.001"
"T1685.001","subtechnique-of","T1685"
"S0163","uses","T1053.003"
"G1022","uses","T1053.005"
"S0266","uses","T1041"
"G0078","uses","T1059.001"
"S0467","uses","T1113"
"G1017","uses","T1016"
"S0603","uses","T1134.001"
"G0067","uses","T1082"
"T1564.012","subtechnique-of","T1564"
"S0468","uses","T1685"
"S0459","uses","T1033"
"G0053","uses","T1018"
"S0012","uses","T1056.001"
"M1033","mitigates","T1176"
"G1002","uses","T1566.001"
"S0692","uses","T1543.003"
"S0074","uses","T1548.002"
"G0099","uses","S0434"
"S0086","uses","T1543.003"
"S1011","uses","T1059.003"
"T1218.013","subtechnique-of","T1218"
"S0699","uses","T1071.001"
"G0046","uses","T1059.005"
"S0031","uses","T1059.003"
"G1004","uses","T1591.004"
"G1018","uses","S0670"
"S0632","uses","T1573.002"
"G0099","uses","T1059.007"
"G0108","uses","T1053.005"
"S0537","uses","T1078.001"
"G0096","uses","S0104"
"G0064","uses","T1027.013"
"G0082","uses","T1140"
"S1066","uses","T1059.003"
"S0553","uses","T1059.001"
"S1088","uses","T1659"
"S0128","uses","T1102.002"
"S1239","uses","T1053.005"
"S0384","uses","T1185"
"T1574.013","subtechnique-of","T1574"
"M1042","mitigates","T1011"
"G0135","uses","T1190"
"S0123","uses","T1569.002"
"S1060","uses","T1095"
"G1007","uses","T1027.002"
"S1169","uses","T1573.001"
"S0397","uses","T1547.001"
"S1064","uses","T1105"
"G0046","uses","S0648"
"S9027","uses","T1140"
"S0366","uses","T1120"
"S1217","uses","T1675"
"G1051","uses","T1585.001"
"S9020","uses","T1047"
"G0011","uses","S0032"
"G0125","uses","T1059.003"
"T1055.014","subtechnique-of","T1055"
"S0572","uses","T1083"
"S1141","uses","T1573.001"
"G0021","uses","T1053.005"
"S0153","uses","T1574.001"
"S0650","uses","T1204.001"
"S0352","uses","T1497.001"
"G0040","uses","T1547.001"
"M1030","mitigates","T1136.003"
"S9038","uses","T1679"
"S0604","uses","T1554"
"S1050","uses","T1027.015"
"S1078","uses","T1106"
"S1145","uses","T1055.003"
"S0266","uses","T1008"
"G0093","uses","T1588.002"
"G1040","uses","T1059.001"
"S1020","uses","T1105"
"G0032","uses","T1046"
"G0049","uses","S0039"
"T1556.002","subtechnique-of","T1556"
"S0382","uses","T1071.001"
"G0030","uses","S0097"
"G0120","uses","T1539"
"G0034","uses","T1072"
"M1037","mitigates","T1218"
"G1020","uses","T1566.002"
"S0615","uses","T1106"
"T1596.003","subtechnique-of","T1596"
"G0032","uses","T1005"
"S0458","uses","T1005"
"G1043","uses","T1021.001"
"S0502","uses","T1090.001"
"S0568","uses","T1082"
"S1160","uses","T1204.001"
"S0149","uses","T1571"
"T1193","revoked-by","T1566.001"
"G1024","uses","S0002"
"S0497","uses","T1057"
"S1202","uses","T1071.001"
"G0050","uses","T1033"
"S0022","uses","T1001.001"
"G0040","uses","T1074.001"
"G0129","uses","S1239"
"G0121","uses","T1105"
"M1030","mitigates","T1563.002"
"S9029","uses","T1574.001"
"S0650","uses","T1124"
"S1037","uses","T1041"
"S0438","uses","T1115"
"G1055","uses","T1078.002"
"S1148","uses","T1071.001"
"S1182","uses","T1059.003"
"G0093","uses","T1047"
"T1055.005","subtechnique-of","T1055"
"G0126","uses","S0013"
"G1017","uses","T1018"
"S1222","uses","T1573.001"
"G0139","uses","T1613"
"S0650","uses","T1204.002"
"G1036","uses","T1591"
"S0467","uses","T1123"
"S0453","uses","T1059.003"
"G0050","uses","T1571"
"G0069","uses","T1087.002"
"S0244","uses","T1016"
"G1001","uses","S1019"
