setup,dataset,method,seed,pred_path,metrics_path,f1,precision,recall,n_sentences,gen_time_s,total_time_s,wall_time_s,sharded,num_shards
gteqwen_mistral,TRAM2,RAG,0,/home/azureuser/ttp_table9_method_replication/outputs/predictions/TRAM2_RAG_seed0_setup3_gteqwen_mistral_seed0_20260526_074547.jsonl,/home/azureuser/ttp_table9_method_replication/outputs/metrics/TRAM2_RAG_seed0_setup3_gteqwen_mistral_seed0_20260526_074547.json,0.53320380905081,0.41027320310866777,0.8529687974896704,3820,2477.9119136333466,2931.939085006714,,False,1
gteqwen_mistral,TRAM2,RAG,1,/home/azureuser/ttp_table9_method_replication/outputs/predictions/TRAM2_RAG_seed1_setup3_gteqwen_mistral_seed1_20260526_084550.jsonl,/home/azureuser/ttp_table9_method_replication/outputs/metrics/TRAM2_RAG_seed1_setup3_gteqwen_mistral_seed1_20260526_084550.json,0.53320380905081,0.41027320310866777,0.8529687974896704,3820,4115.995529174805,4571.338002443314,,False,1
gteqwen_mistral,TRAM2,RAG,2,/home/azureuser/ttp_table9_method_replication/outputs/predictions/TRAM2_RAG_seed2_setup3_gteqwen_mistral_seed2_20260526_084821.jsonl,/home/azureuser/ttp_table9_method_replication/outputs/metrics/TRAM2_RAG_seed2_setup3_gteqwen_mistral_seed2_20260526_084821.json,0.53320380905081,0.41027320310866777,0.8529687974896704,3820,4120.2164788246155,4581.306746006012,,False,1
gteqwen_mistral,TRAM2,RAG+FSP,0,/home/azureuser/ttp_table9_method_replication/outputs/predictions/TRAM2_RAG+FSP_seed0_setup3_gteqwen_mistral_seed0_20260526_074547.jsonl,/home/azureuser/ttp_table9_method_replication/outputs/metrics/TRAM2_RAG+FSP_seed0_setup3_gteqwen_mistral_seed0_20260526_074547.json,0.5301984946229692,0.39874081563051145,0.8989255731618161,3820,2744.325428247452,3187.432370662689,,False,1
gteqwen_mistral,TRAM2,RAG+FSP,1,/home/azureuser/ttp_table9_method_replication/outputs/predictions/TRAM2_RAG+FSP_seed1_setup3_gteqwen_mistral_seed1_20260526_084550.jsonl,/home/azureuser/ttp_table9_method_replication/outputs/metrics/TRAM2_RAG+FSP_seed1_setup3_gteqwen_mistral_seed1_20260526_084550.json,0.5301984946229692,0.39874081563051145,0.8989255731618161,3820,4627.905241250992,5082.828200340271,,False,1
gteqwen_mistral,TRAM2,RAG+FSP,2,/home/azureuser/ttp_table9_method_replication/outputs/predictions/TRAM2_RAG+FSP_seed2_setup3_gteqwen_mistral_seed2_20260526_084821.jsonl,/home/azureuser/ttp_table9_method_replication/outputs/metrics/TRAM2_RAG+FSP_seed2_setup3_gteqwen_mistral_seed2_20260526_084821.json,0.5301984946229692,0.39874081563051145,0.8989255731618161,3820,4619.747187614441,5079.095689535141,,False,1
gteqwen_phi35,AnnoCTR,RAG,0,/home/azureuser/ttp_table9_method_replication/outputs/predictions/AnnoCTR_RAG_seed0_setup4_gteqwen_phi35_20260527_094000.jsonl,/home/azureuser/ttp_table9_method_replication/outputs/metrics/AnnoCTR_RAG_seed0_setup4_gteqwen_phi35_20260527_094000.json,0.2591358907690177,0.3570611577964519,0.23813171692428658,1483,2570.6180052757263,2743.1946263313293,,False,1
gteqwen_phi35,AnnoCTR,RAG,1,/home/azureuser/ttp_table9_method_replication/outputs/predictions/AnnoCTR_RAG_seed1_setup4_gteqwen_phi35_20260527_094000.jsonl,/home/azureuser/ttp_table9_method_replication/outputs/metrics/AnnoCTR_RAG_seed1_setup4_gteqwen_phi35_20260527_094000.json,0.2591358907690177,0.3570611577964519,0.23813171692428658,1483,2624.135999999998,,,False,4
gteqwen_phi35,AnnoCTR,RAG,2,/home/azureuser/ttp_table9_method_replication/outputs/predictions/AnnoCTR_RAG_seed2_setup4_gteqwen_phi35_20260527_094000.jsonl,/home/azureuser/ttp_table9_method_replication/outputs/metrics/AnnoCTR_RAG_seed2_setup4_gteqwen_phi35_20260527_094000.json,0.2591358907690177,0.3570611577964519,0.23813171692428658,1483,2616.5589999999997,,,False,4
gteqwen_phi35,AnnoCTR,RAG+FSP,0,/home/azureuser/ttp_table9_method_replication/outputs/predictions/AnnoCTR_RAG+FSP_seed0_setup4_gteqwen_phi35_20260527_094000.jsonl,/home/azureuser/ttp_table9_method_replication/outputs/metrics/AnnoCTR_RAG+FSP_seed0_setup4_gteqwen_phi35_20260527_094000.json,0.3546857947815559,0.42437611408199644,0.3739566204349486,1483,2845.8137612342834,3020.111115217209,,False,1
gteqwen_phi35,AnnoCTR,RAG+FSP,1,/home/azureuser/ttp_table9_method_replication/outputs/predictions/AnnoCTR_RAG+FSP_seed1_setup4_gteqwen_phi35_20260527_094000.jsonl,/home/azureuser/ttp_table9_method_replication/outputs/metrics/AnnoCTR_RAG+FSP_seed1_setup4_gteqwen_phi35_20260527_094000.json,0.3546857947815559,0.42437611408199644,0.3739566204349486,1483,2912.4280000000067,,,False,4
gteqwen_phi35,AnnoCTR,RAG+FSP,2,/home/azureuser/ttp_table9_method_replication/outputs/predictions/AnnoCTR_RAG+FSP_seed2_setup4_gteqwen_phi35_20260527_094000.jsonl,/home/azureuser/ttp_table9_method_replication/outputs/metrics/AnnoCTR_RAG+FSP_seed2_setup4_gteqwen_phi35_20260527_094000.json,0.3546857947815559,0.42437611408199644,0.3739566204349486,1483,2895.051999999999,,,False,4
gteqwen_phi35,TRAM2,RAG,0,/home/azureuser/ttp_table9_method_replication/outputs/predictions/TRAM2_RAG_seed0_setup4_gteqwen_phi35_20260527_094000.jsonl,/home/azureuser/ttp_table9_method_replication/outputs/metrics/TRAM2_RAG_seed0_setup4_gteqwen_phi35_20260527_094000.json,0.4164444432557621,0.5138924678390309,0.37860958459630184,3820,8036.007000000012,,,False,4
gteqwen_phi35,TRAM2,RAG,1,/home/azureuser/ttp_table9_method_replication/outputs/predictions/TRAM2_RAG_seed1_setup4_gteqwen_phi35_20260527_094000.jsonl,/home/azureuser/ttp_table9_method_replication/outputs/metrics/TRAM2_RAG_seed1_setup4_gteqwen_phi35_20260527_094000.json,0.4164444432557621,0.5138924678390309,0.37860958459630184,3820,7951.126000000004,,,False,4
gteqwen_phi35,TRAM2,RAG,2,/home/azureuser/ttp_table9_method_replication/outputs/predictions/TRAM2_RAG_seed2_setup4_gteqwen_phi35_20260527_094000.jsonl,/home/azureuser/ttp_table9_method_replication/outputs/metrics/TRAM2_RAG_seed2_setup4_gteqwen_phi35_20260527_094000.json,0.4164444432557621,0.5138924678390309,0.37860958459630184,3820,7896.336999999995,,,False,4
gteqwen_phi35,TRAM2,RAG+FSP,0,/home/azureuser/ttp_table9_method_replication/outputs/predictions/TRAM2_RAG+FSP_seed0_setup4_gteqwen_phi35_20260527_094000.jsonl,/home/azureuser/ttp_table9_method_replication/outputs/metrics/TRAM2_RAG+FSP_seed0_setup4_gteqwen_phi35_20260527_094000.json,0.4980221097995027,0.4543779423329758,0.5842006333325119,3820,8048.388000000003,,,False,4
gteqwen_phi35,TRAM2,RAG+FSP,1,/home/azureuser/ttp_table9_method_replication/outputs/predictions/TRAM2_RAG+FSP_seed1_setup4_gteqwen_phi35_20260527_094000.jsonl,/home/azureuser/ttp_table9_method_replication/outputs/metrics/TRAM2_RAG+FSP_seed1_setup4_gteqwen_phi35_20260527_094000.json,0.4980221097995027,0.4543779423329758,0.5842006333325119,3820,8202.584000000004,,,False,4
gteqwen_phi35,TRAM2,RAG+FSP,2,/home/azureuser/ttp_table9_method_replication/outputs/predictions/TRAM2_RAG+FSP_seed2_setup4_gteqwen_phi35_20260527_094000.jsonl,/home/azureuser/ttp_table9_method_replication/outputs/metrics/TRAM2_RAG+FSP_seed2_setup4_gteqwen_phi35_20260527_094000.json,0.4980221097995027,0.4543779423329758,0.5842006333325119,3820,8118.620999999989,,,False,4
